Primary Color,Secondary Color,Sex,DOB,Age,Intake Date,Intake Condition,Intake Type,Intake Subtype,Outcome Date,Outcome Type,days_stayed
BLACK,WHITE,Spayed,8/9/21,2,11/7/21,NORMAL,STRAY,TRAP,2/17/22,ADOPTION,102
TORTIE,,Spayed,3/27/21,2,11/7/21,NORMAL,RETURN,ADOPTION,1/8/22,ADOPTION,62
WHITE,BLACK,Neutered,1/26/21,2,1/26/22,NORMAL,STRAY,OTC,10/28/22,ADOPTION,275
GRAY,,Neutered,3/19/23,0,4/19/23,UNDER AGE/WEIGHT,STRAY,OTC,5/6/23,ADOPTION,17
ORG TABBY,,Spayed,11/5/21,1,11/8/21,UNDER AGE/WEIGHT,WELFARE SEIZED,CRUELTY,12/11/21,ADOPTION,33
RED,,Spayed,4/20/21,2,4/19/23,NORMAL,STRAY,OTC,5/7/23,ADOPTION,18
GRAY,WHITE,Neutered,3/22/23,0,4/20/23,FRACTIOUS,STRAY,OTC,5/21/23,ADOPTION,31
CRM TABBY,,Neutered,3/8/23,0,4/23/23,UNDER AGE/WEIGHT,STRAY,OTC,4/26/23,ADOPTION,3
CALICO,,Spayed,12/20/13,9,11/14/21,ILL MILD,OWNER SURRENDER,OTC,5/4/22,ADOPTION,171
GRAY,BLACK,Spayed,4/3/23,0,4/26/23,NORMAL,STRAY,OTC,4/29/23,ADOPTION,3
GRAY,TAN,Neutered,2/1/15,8,1/29/22,INJURED  MILD,STRAY,FIELD,2/9/22,ADOPTION,11
BLACK,TAN,Spayed,8/26/22,1,4/26/23,INJURED  SEVERE,OWNER SURRENDER,FIELD,6/13/23,ADOPTION,48
BROWN,WHITE,Female,1/30/21,2,1/30/22,NORMAL,OWNER SURRENDER,OTC,11/19/22,ADOPTION,293
BROWN,WHITE,Spayed,2/6/18,5,2/6/23,INJURED  SEVERE,STRAY,FIELD,5/3/23,ADOPTION,86
CHOCOLATE,,Neutered,2/10/20,3,2/8/23,NORMAL,RETURN,ADOPTION,3/16/23,ADOPTION,36
GRAY,WHITE,Spayed,2/3/21,2,2/4/22,NORMAL,STRAY,OTC,3/4/22,ADOPTION,28
BLACK,,Neutered,10/4/21,2,2/4/22,ILL MILD,STRAY,OTC,3/12/22,ADOPTION,36
CREAM,WHITE,Neutered,3/22/23,0,4/14/23,ILL MILD,STRAY,FIELD,5/13/23,ADOPTION,29
WHITE,BLACK,Spayed,11/16/22,0,4/14/23,INJURED  MILD,STRAY,OTC,4/19/23,ADOPTION,5
BRN TABBY,,Spayed,12/28/21,1,4/14/23,ILL MODERATETE,STRAY,FIELD,7/8/23,ADOPTION,85
BLACK,,Spayed,4/6/21,2,2/6/22,NORMAL,OWNER SURRENDER,OTC,2/26/22,ADOPTION,20
BROWN,,Spayed,4/15/17,6,4/15/23,I/I REPORT,STRAY,ABAN SHLTR,5/11/23,ADOPTION,26
RED,WHITE,Neutered,10/9/18,5,2/6/22,NORMAL,OWNER SURRENDER,OTC,5/25/22,ADOPTION,108
GRAY,,Neutered,1/1/19,4,2/7/22,NORMAL,OWNER SURRENDER,FIELD,3/13/22,ADOPTION,34
GRAY,,Neutered,3/2/19,4,2/7/22,NORMAL,OWNER SURRENDER,FIELD,3/26/22,ADOPTION,47
BLACK,,Spayed,2/15/19,4,2/7/22,NORMAL,OWNER SURRENDER,FIELD,8/7/22,ADOPTION,181
ORANGE,,Neutered,3/20/23,0,4/20/23,UNDER AGE/WEIGHT,STRAY,OTC,4/29/23,ADOPTION,9
BLACK,WHITE,Spayed,3/20/23,0,4/20/23,NORMAL,STRAY,OTC,4/29/23,ADOPTION,9
BROWN,BLACK,Neutered,8/10/18,5,4/22/23,FRACTIOUS,OWNER SURRENDER,OTC,6/6/23,ADOPTION,45
BLACK,,Male,12/14/21,1,2/12/22,NORMAL,STRAY,OTC,2/20/22,ADOPTION,8
BLACK,WHITE,Neutered,4/9/23,0,4/23/23,UNDER AGE/WEIGHT,STRAY,ABAN SHLTR,6/1/23,ADOPTION,39
GRAY,,Neutered,2/14/21,2,2/14/22,NORMAL,OWNER SURRENDER,FIELD,4/8/22,ADOPTION,53
BR BRINDLE,WHITE,Neutered,2/18/21,2,2/18/22,NORMAL,STRAY,OTC,3/20/22,ADOPTION,30
BRN TABBY,,Spayed,4/26/15,8,4/26/23,NORMAL,WELFARE SEIZED,ABAN FIELD,6/10/23,ADOPTION,45
BLACK,,Spayed,2/20/20,3,2/20/22,INJURED  MILD,STRAY,OTC,3/3/22,ADOPTION,11
BLACK,WHITE,Neutered,3/28/23,0,4/28/23,UNDER AGE/WEIGHT,STRAY,OTC,5/20/23,ADOPTION,22
BLACK,BR BRINDLE,Neutered,10/28/22,1,4/28/23,NORMAL,WELFARE SEIZED,POLICE,5/17/23,ADOPTION,19
ORG TABBY,,Neutered,3/1/19,4,3/1/22,FRACTIOUS,STRAY,FIELD,6/29/22,ADOPTION,120
ORANGE,WHITE,Neutered,4/29/20,3,4/29/23,INJURED  MODERATE,STRAY,FIELD,8/5/23,ADOPTION,98
BROWN,WHITE,Spayed,4/28/22,1,4/28/23,NORMAL,OWNER SURRENDER,OTC,5/4/23,ADOPTION,6
GRAY,WHITE,Neutered,,,1/10/22,NORMAL,STRAY,FIELD,2/9/22,ADOPTION,30
ORANGE,,Neutered,3/21/23,0,4/27/23,UNDER AGE/WEIGHT,STRAY,OTC,5/10/23,ADOPTION,13
BLACK,,Spayed,9/12/21,2,1/13/22,NORMAL,STRAY,OTC,2/12/22,ADOPTION,30
BLACK,WHITE,Spayed,12/27/22,0,4/27/23,NORMAL,STRAY,OTC,5/6/23,ADOPTION,9
BLONDE,,Neutered,2/8/19,4,1/15/22,NORMAL,STRAY,OTC,3/4/22,ADOPTION,48
CALICO,,Spayed,3/30/23,0,4/30/23,UNDER AGE/WEIGHT,STRAY,OTC,8/19/23,ADOPTION,111
BLACK,WHITE,Neutered,12/25/18,4,3/4/22,NORMAL,RETURN,ADOPTION,3/5/22,ADOPTION,1
BLACK,,Spayed,3/30/23,0,4/30/23,UNDER AGE/WEIGHT,STRAY,OTC,10/25/23,ADOPTION,178
GRAY,WHITE,Neutered,11/4/20,2,3/4/22,NORMAL,OWNER SURRENDER,OTC,4/20/22,ADOPTION,47
BLACK,,Neutered,4/11/23,0,5/2/23,I/I REPORT,STRAY,FIELD,5/19/23,ADOPTION,17
WHITE,BLACK,Neutered,4/12/16,7,3/5/22,INJURED  SEVERE,STRAY,FIELD,6/26/22,ADOPTION,113
BROWN,WHITE,Neutered,5/3/21,2,5/3/23,NORMAL,STRAY,OTC,9/17/23,ADOPTION,137
BLACK,,Spayed,5/3/22,1,5/3/23,ILL MILD,STRAY,OTC,6/11/23,ADOPTION,39
SEAL PT,,Neutered,9/9/20,3,3/9/22,NORMAL,OWNER SURRENDER,OTC,3/18/22,ADOPTION,9
TAN,,Spayed,3/15/20,3,3/9/22,NORMAL,STRAY,OTC,3/19/22,ADOPTION,10
BROWN,,Spayed,3/11/17,6,3/9/22,NORMAL,OWNER SURRENDER,OTC,3/16/22,ADOPTION,7
GRAY,,Neutered,3/9/17,6,3/9/22,FRACTIOUS,STRAY,ABAN SHLTR,4/3/22,ADOPTION,25
GRAY,,Spayed,2/23/21,2,2/22/22,NORMAL,OWNER SURRENDER,FIELD,4/1/22,ADOPTION,38
BLACK,WHITE,Neutered,5/3/21,2,5/3/23,NORMAL,STRAY,FIELD,5/20/23,ADOPTION,17
TORTIE DIL,,Spayed,8/24/19,4,2/24/22,FRACTIOUS,OWNER SURRENDER,OTC,3/2/22,ADOPTION,6
WHITE,BROWN,Spayed,5/4/21,2,5/4/23,NORMAL,STRAY,ABAN SHLTR,5/10/23,ADOPTION,6
BLACK,WHITE,Neutered,3/11/19,4,3/11/22,BEHAVIOR  MILD,OWNER SURRENDER,OTC,8/28/22,ADOPTION,170
BLUE PT,,Neutered,3/22/23,0,5/4/23,NORMAL,WELFARE SEIZED,EVICTION,5/18/23,ADOPTION,14
ORG TABBY,WHITE,Neutered,9/1/19,4,3/1/22,NORMAL,OWNER SURRENDER,OTC,4/14/22,ADOPTION,44
ORG TABBY,WHITE,Neutered,9/1/19,4,3/1/22,NORMAL,OWNER SURRENDER,OTC,5/4/22,ADOPTION,64
BLACK,,Spayed,7/1/21,2,3/5/22,NORMAL,STRAY,OTC,6/25/22,ADOPTION,112
BLACK,,Spayed,3/13/23,0,5/7/23,NORMAL,STRAY,OTC,6/9/23,ADOPTION,33
BLACK,,Spayed,4/7/23,0,5/7/23,NORMAL,STRAY,OTC,8/30/23,ADOPTION,115
BROWN,WHITE,Neutered,8/2/21,2,2/25/22,NORMAL,STRAY,OTC,3/3/22,ADOPTION,6
ORG TABBY,,Neutered,,,2/25/22,NORMAL,STRAY,OTC,3/5/22,ADOPTION,8
TAN,BROWN,Male,8/26/20,3,2/26/22,NORMAL,OWNER SURRENDER,OTC,3/13/22,ADOPTION,15
CALICO,,Female,,,3/17/22,NORMAL,STRAY,OTC,11/12/22,ADOPTION,240
BLACK,CREAM,Spayed,3/22/21,2,5/6/23,NORMAL,OWNER SURRENDER,OTC,5/6/23,ADOPTION,0
BLACK,,Spayed,5/7/08,15,5/6/23,ILL MODERATETE,STRAY,OTC,5/17/23,ADOPTION,11
TORTIE PT,,Spayed,,,3/15/22,NORMAL,OWNER SURRENDER,OTC,3/25/22,ADOPTION,10
TORTIE PT,,Spayed,,,3/15/22,NORMAL,OWNER SURRENDER,OTC,3/20/22,ADOPTION,5
BLACK,,Neutered,,,3/15/22,NORMAL,OWNER SURRENDER,OTC,3/20/22,ADOPTION,5
BROWN,WHEAT,Neutered,5/10/20,3,5/10/23,NORMAL,STRAY,OTC,5/14/23,ADOPTION,4
BLACK,WHITE,Neutered,2/11/23,0,5/11/23,NORMAL,STRAY,OTC,7/8/23,ADOPTION,58
BLACK,TAN,Neutered,7/11/22,1,5/11/23,NORMAL,STRAY,FIELD,5/18/23,ADOPTION,7
BRN TABBY,WHITE,Spayed,3/16/19,4,3/16/22,NORMAL,OWNER SURRENDER,OTC,3/18/22,ADOPTION,2
FAWN,WHITE,Neutered,3/16/18,5,3/16/22,ILL MODERATETE,STRAY,FIELD,5/28/22,ADOPTION,73
SEAL PT,,Spayed,3/16/11,12,3/16/22,ILL MODERATETE,OWNER SURRENDER,OTC,4/11/22,ADOPTION,26
GRAY,,Neutered,3/16/18,5,3/16/22,NORMAL,STRAY,OTC,4/16/22,ADOPTION,31
BLACK,BROWN,Spayed,9/11/22,1,5/11/23,I/I REPORT,OWNER SURRENDER,OTC,6/30/23,ADOPTION,50
TAN,,Neutered,10/18/14,9,3/18/22,NORMAL,OWNER SURRENDER,OTC,4/3/22,ADOPTION,16
BROWN,,Female,,,3/18/22,NORMAL,STRAY,OTC,6/22/22,ADOPTION,96
WHITE,TAN,Neutered,3/19/12,11,3/19/22,NORMAL,OWNER SURRENDER,OTC,5/22/22,ADOPTION,64
TORTIE,,Spayed,3/19/19,4,3/20/22,NORMAL,STRAY,OTC,5/4/22,ADOPTION,45
WHITE,BLACK,Neutered,3/29/17,6,3/25/22,NORMAL,STRAY,OTC,5/18/22,ADOPTION,54
TAN,BLACK,Neutered,3/10/23,0,5/10/23,NORMAL,STRAY,OTC,5/14/23,ADOPTION,4
GRAY,,Neutered,3/25/22,1,3/26/22,UNDER AGE/WEIGHT,STRAY,OTC,5/4/22,ADOPTION,39
ORANGE,,Neutered,3/27/15,8,3/27/22,ILL MILD,STRAY,OTC,4/14/22,ADOPTION,18
BLACK,BROWN,Neutered,5/17/22,1,5/15/23,NORMAL,STRAY,FIELD,7/1/23,ADOPTION,47
BLACK,GRAY,Neutered,3/21/12,11,3/21/22,ILL MODERATETE,STRAY,FIELD,4/24/22,ADOPTION,34
BLACK,WHITE,Neutered,3/21/19,4,3/21/22,NORMAL,OWNER SURRENDER,FIELD,7/17/22,ADOPTION,118
BLACK,WHITE,Spayed,7/28/22,1,5/19/23,NORMAL,STRAY,OTC,5/28/23,ADOPTION,9
BRN TABBY,,Neutered,2/2/23,0,5/19/23,ILL MILD,STRAY,OTC,9/13/23,ADOPTION,117
BRN TABBY,,Spayed,2/2/23,0,5/19/23,ILL MILD,STRAY,OTC,7/23/23,ADOPTION,65
BROWN,TAN,Neutered,5/19/19,4,5/19/23,NORMAL,STRAY,OTC,6/2/23,ADOPTION,14
BLACK,,Neutered,5/19/22,1,5/19/23,NORMAL,STRAY,OTC,5/24/23,ADOPTION,5
BLACK,,Neutered,8/10/22,1,5/17/23,NORMAL,OWNER SURRENDER,OTC,6/10/23,ADOPTION,24
BLACK,,Neutered,12/30/21,1,3/30/22,NORMAL,STRAY,OTC,4/7/22,ADOPTION,8
TAN,WHITE,Spayed,12/16/14,8,3/30/22,NORMAL,OWNER SURRENDER,OTC,4/24/22,ADOPTION,25
BLACK,WHITE,Spayed,1/30/21,2,3/30/22,NORMAL,WELFARE SEIZED,HOSPITAL,4/13/22,ADOPTION,14
BLACK,WHITE,Neutered,9/30/21,2,3/30/22,NORMAL,WELFARE SEIZED,HOSPITAL,4/13/22,ADOPTION,14
BROWN,WHITE,Neutered,5/18/11,12,5/17/23,I/I REPORT,STRAY,OTC,6/1/23,ADOPTION,15
BRN TABBY,WHITE,Spayed,3/28/22,1,3/31/22,UNDER AGE/WEIGHT,STRAY,OTC,7/6/22,ADOPTION,97
BLACK,,Female,3/23/21,2,3/23/22,NORMAL,OWNER SURRENDER,OTC,4/7/22,ADOPTION,15
BROWN,,Neutered,3/24/21,2,3/24/22,NORMAL,STRAY,FIELD,4/20/22,ADOPTION,27
WHITE,TAN,Neutered,5/20/22,1,5/20/23,NORMAL,STRAY,OTC,5/26/23,ADOPTION,6
RED,WHITE,Neutered,4/1/19,4,4/1/22,NORMAL,STRAY,FIELD,8/3/22,ADOPTION,124
BLACK,WHITE,Neutered,4/1/20,3,4/1/22,NORMAL,STRAY,ABAN SHLTR,7/6/22,ADOPTION,96
SEAL PT,,Spayed,3/21/22,1,4/2/22,UNDER AGE/WEIGHT,STRAY,OTC,7/7/22,ADOPTION,96
WHITE,GRAY,Spayed,11/24/22,0,5/24/23,NORMAL,STRAY,OTC,6/2/23,ADOPTION,9
ORANGE,,Neutered,5/24/07,16,5/24/23,NORMAL,OWNER SURRENDER,OTC,9/20/23,ADOPTION,119
BLACK,WHITE,Spayed,4/5/19,4,4/3/22,NORMAL,OWNER SURRENDER,OTC,7/16/22,ADOPTION,104
BLACK,,Neutered,4/2/22,1,4/3/22,UNDER AGE/WEIGHT,STRAY,FIELD,6/9/22,ADOPTION,67
WHITE,BLACK,Spayed,4/2/22,1,4/3/22,UNDER AGE/WEIGHT,STRAY,FIELD,7/10/22,ADOPTION,98
GRAY,,Neutered,4/8/22,1,4/8/22,NORMAL,OWNER SURRENDER,OTC,8/13/22,ADOPTION,127
WHITE,TAN,Neutered,3/30/23,0,5/24/23,ILL MILD,STRAY,OTC,5/26/23,ADOPTION,2
GRAY,,Neutered,3/30/23,0,5/24/23,ILL MILD,STRAY,OTC,5/27/23,ADOPTION,3
BLUE,WHITE,Spayed,5/25/22,1,5/25/23,NORMAL,STRAY,ABAN FIELD,6/10/23,ADOPTION,16
WHITE,,Spayed,6/25/22,1,5/25/23,NORMAL,STRAY,OTC,6/28/23,ADOPTION,34
TAN,,Spayed,3/4/21,2,4/6/22,NORMAL,RETURN,,4/7/22,ADOPTION,1
TORTIE,,Spayed,3/29/22,1,4/7/22,UNDER AGE/WEIGHT,STRAY,OTC,4/24/22,ADOPTION,17
BLACK,,Neutered,4/9/23,0,5/27/23,ILL MILD,STRAY,OTC,10/5/23,ADOPTION,131
WHITE,,Spayed,5/27/22,1,5/27/23,NORMAL,STRAY,OTC,6/10/23,ADOPTION,14
WHITE,GRAY,Neutered,5/31/22,1,5/31/23,I/I REPORT,STRAY,OTC,6/10/23,ADOPTION,10
WHITE,GRAY,Spayed,3/27/22,1,4/11/22,UNDER AGE/WEIGHT,STRAY,FIELD,7/1/22,ADOPTION,81
BR BRINDLE,WHITE,Spayed,11/28/22,0,5/28/23,NORMAL,STRAY,OTC,6/4/23,ADOPTION,7
UNKNOWN,,Neutered,4/10/22,1,4/13/22,NORMAL,STRAY,OTC,6/8/22,ADOPTION,56
WHITE,BLACK,Spayed,5/31/19,4,5/31/23,NORMAL,STRAY,OTC,6/17/23,ADOPTION,17
ORG TABBY,,Neutered,3/31/23,0,5/31/23,ILL MODERATETE,STRAY,OTC,8/30/23,ADOPTION,91
BLACK,,Neutered,1/16/23,0,6/1/23,ILL MILD,STRAY,OTC,7/8/23,ADOPTION,37
WHITE,BLACK,Neutered,1/20/21,2,1/20/22,NORMAL,STRAY,OTC,1/26/22,ADOPTION,6
TAN,GOLD,Spayed,10/21/21,2,1/21/22,NORMAL,STRAY,OTC,2/2/22,ADOPTION,12
ORG TABBY,WHITE,Neutered,6/3/21,2,6/3/23,INJURED  SEVERE,STRAY,OTC,6/25/23,ADOPTION,22
ORANGE,,Neutered,4/4/22,1,4/13/22,UNDER AGE/WEIGHT,STRAY,OTC,5/11/22,ADOPTION,28
BR BRINDLE,WHITE,Neutered,6/18/20,3,6/3/23,NORMAL,STRAY,OTC,7/11/23,ADOPTION,38
BLACK,CREAM,Neutered,6/4/21,2,6/4/23,NORMAL,STRAY,OTC,6/14/23,ADOPTION,10
TAN,,Spayed,12/2/22,0,6/2/23,NORMAL,STRAY,OTC,6/10/23,ADOPTION,8
BROWN,,Spayed,6/4/20,3,6/4/23,NORMAL,STRAY,FIELD,6/11/23,ADOPTION,7
BLACK,,Spayed,6/27/20,3,4/22/22,BEHAVIOR  MODERATE,OWNER SURRENDER,FIELD,6/29/22,ADOPTION,68
WHITE,,Spayed,,,6/7/23,NORMAL,STRAY,OTC,6/14/23,ADOPTION,7
ORG TABBY,,Neutered,5/7/23,0,6/7/23,UNDER AGE/WEIGHT,STRAY,OTC,10/16/23,ADOPTION,131
BLACK,WHITE,Neutered,2/10/20,3,4/22/22,NORMAL,WELFARE SEIZED,HOSPITAL,5/28/22,ADOPTION,36
ORG TABBY,,Neutered,,,6/7/23,UNDER AGE/WEIGHT,STRAY,OTC,10/16/23,ADOPTION,131
BLACK,WHITE,Neutered,3/23/22,1,4/23/22,UNDER AGE/WEIGHT,STRAY,OTC,5/6/22,ADOPTION,13
WHITE,,Spayed,12/16/21,1,4/23/22,NORMAL,OWNER SURRENDER,OTC,6/26/22,ADOPTION,64
BLACK,BROWN,Neutered,2/7/23,0,6/7/23,ILL MODERATETE,STRAY,FIELD,6/16/23,ADOPTION,9
GRAY TABBY,,Neutered,4/17/22,1,4/23/22,UNDER AGE/WEIGHT,STRAY,OTC,6/25/22,ADOPTION,63
TORTIE,,Spayed,4/17/22,1,4/23/22,UNDER AGE/WEIGHT,STRAY,OTC,6/11/22,ADOPTION,49
CALICO DIL,,Spayed,4/7/22,1,4/28/22,UNDER AGE/WEIGHT,STRAY,FIELD,5/7/22,ADOPTION,9
ORG TABBY,WHITE,Neutered,4/7/22,1,4/28/22,UNDER AGE/WEIGHT,STRAY,FIELD,5/7/22,ADOPTION,9
WHITE,FAWN,Neutered,10/18/21,2,4/29/22,NORMAL,STRAY,OTC,5/14/22,ADOPTION,15
BLACK,,Neutered,4/9/23,0,6/11/23,ILL MILD,STRAY,OTC,10/5/23,ADOPTION,116
BLACK,WHITE,Spayed,12/11/21,1,4/24/22,NORMAL,STRAY,OTC,3/24/23,ADOPTION,334
CHOC PT,,Neutered,4/25/18,5,4/24/22,ILL SEVERE,STRAY,FIELD,8/7/22,ADOPTION,105
ORG TABBY,,Neutered,4/26/19,4,4/26/22,NORMAL,WELFARE SEIZED,,6/2/22,ADOPTION,37
WHITE,BROWN,Neutered,6/16/21,2,6/16/23,NORMAL,STRAY,OTC,6/30/23,ADOPTION,14
BLACK,,Neutered,6/16/22,1,6/16/23,NORMAL,STRAY,OTC,6/21/23,ADOPTION,5
GRAY,,Spayed,5/2/19,4,5/1/22,NORMAL,WELFARE SEIZED,,8/3/22,ADOPTION,94
ORANGE,,Neutered,4/27/17,6,5/1/22,NORMAL,OWNER SURRENDER,OTC,6/23/22,ADOPTION,53
WHITE,,Neutered,4/27/17,6,5/1/22,NORMAL,OWNER SURRENDER,OTC,6/25/22,ADOPTION,55
TAN,,Neutered,6/9/22,1,6/22/23,NORMAL,RETURN,ADOPTION,6/22/23,ADOPTION,0
ORG TABBY,WHITE,Neutered,4/13/22,1,5/4/22,UNDER AGE/WEIGHT,STRAY,FIELD,6/26/22,ADOPTION,53
CREAM,WHITE,Neutered,4/30/15,8,5/4/22,NORMAL,OWNER SURRENDER,OTC,6/1/22,ADOPTION,28
BLACK,GRAY,Neutered,6/29/20,3,6/23/23,NORMAL,STRAY,OTC,6/29/23,ADOPTION,6
BLACK,WHITE,Neutered,3/23/23,0,6/23/23,ILL MILD,OWNER SURRENDER,OTC,6/25/23,ADOPTION,2
GRAY,,Neutered,12/26/14,8,5/5/22,NORMAL,OWNER SURRENDER,FIELD,3/17/23,ADOPTION,316
BLACK,BROWN,Neutered,6/8/19,4,6/8/23,NORMAL,STRAY,OTC,6/17/23,ADOPTION,9
BLACK,TAN,Neutered,6/8/21,2,6/8/23,NORMAL,STRAY,OTC,7/8/23,ADOPTION,30
TAN,WHITE,Neutered,5/11/17,6,5/11/22,NORMAL,OWNER SURRENDER,OTC,5/18/22,ADOPTION,7
TAN,WHITE,Neutered,6/10/19,4,6/10/23,I/I REPORT,STRAY,OTC,6/17/23,ADOPTION,7
TRICOLOR,,Spayed,6/14/21,2,6/14/23,NORMAL,STRAY,OTC,6/18/23,ADOPTION,4
BLACK,WHITE,Neutered,1/14/22,1,6/14/23,NORMAL,STRAY,OTC,10/8/23,ADOPTION,116
GRAY TABBY,,Neutered,5/25/14,9,5/7/22,ILL MILD,STRAY,OTC,6/1/22,ADOPTION,25
BLACK,WHITE,Neutered,4/30/23,0,6/15/23,UNDER AGE/WEIGHT,STRAY,OTC,9/6/23,ADOPTION,83
WHITE,,Spayed,3/11/22,1,5/12/22,NORMAL,STRAY,OTC,5/19/22,ADOPTION,7
BROWN,,Spayed,6/16/15,8,6/16/23,NORMAL,STRAY,OTC,9/14/23,ADOPTION,90
BLACK,WHITE,Neutered,6/23/18,5,5/12/22,NORMAL,OWNER SURRENDER,OTC,7/9/22,ADOPTION,58
GRAY,WHITE,Neutered,5/2/23,0,6/20/23,UNDER AGE/WEIGHT,STRAY,OTC,8/26/23,ADOPTION,67
BLACK,,Spayed,3/13/22,1,5/13/22,NORMAL,STRAY,OTC,8/25/22,ADOPTION,104
BLACK,BROWN,Neutered,6/21/21,2,6/21/23,NORMAL,STRAY,FIELD,10/14/23,ADOPTION,115
GRAY TABBY,,Neutered,5/10/19,4,5/10/22,NORMAL,STRAY,FIELD,5/19/22,ADOPTION,9
ORANGE,,Neutered,,,5/11/22,ILL MILD,STRAY,OTC,6/1/22,ADOPTION,21
BLACK,WHITE,Neutered,5/18/18,5,5/18/22,ILL SEVERE,STRAY,OTC,9/9/22,ADOPTION,114
BROWN,WHITE,Spayed,10/19/21,2,5/18/22,NORMAL,STRAY,OTC,6/29/22,ADOPTION,42
BROWN,GRAY,Neutered,11/14/17,5,5/19/22,NORMAL,OWNER SURRENDER,OTC,6/26/22,ADOPTION,38
BLACK,,Neutered,3/23/22,1,5/19/22,NORMAL,STRAY,OTC,6/25/22,ADOPTION,37
BLACK,,Spayed,4/19/22,1,5/19/22,NORMAL,STRAY,OTC,5/28/22,ADOPTION,9
GRAY TABBY,,Neutered,5/14/20,3,5/14/22,NORMAL,STRAY,FIELD,6/23/22,ADOPTION,40
GRAY,,Spayed,8/24/22,1,6/24/23,I/I REPORT,STRAY,OTC,10/5/23,ADOPTION,103
GRAY,,Neutered,5/15/20,3,5/15/22,NORMAL,OWNER SURRENDER,FIELD,6/11/22,ADOPTION,27
BLACK,WHITE,Neutered,5/1/23,0,6/25/23,ILL MILD,STRAY,OTC,10/7/23,ADOPTION,104
GRAY TABBY,,Spayed,4/6/19,4,5/15/22,BEHAVIOR  MILD,RETURN,ADOPTION,7/29/22,ADOPTION,75
GRAY,WHITE,Neutered,4/15/22,1,5/15/22,NORMAL,STRAY,OTC,5/21/22,ADOPTION,6
GRAY TABBY,WHITE,Neutered,3/20/22,1,5/20/22,NORMAL,STRAY,OTC,7/28/22,ADOPTION,69
BROWN,,Spayed,5/20/21,2,5/20/22,NORMAL,OWNER SURRENDER,OTC,6/1/22,ADOPTION,12
BLACK,WHITE,Neutered,3/20/22,1,5/20/22,INJURED  SEVERE,STRAY,FIELD,6/25/22,ADOPTION,36
BLACK,TAN,Spayed,5/21/13,10,5/21/22,NORMAL,STRAY,OTC,5/29/22,ADOPTION,8
WHITE,RED,Neutered,6/24/21,2,6/24/23,INJURED  MILD,STRAY,OTC,9/1/23,ADOPTION,69
GRAY,,Neutered,4/16/22,1,5/22/22,UNDER AGE/WEIGHT,STRAY,OTC,9/17/22,ADOPTION,118
CALICO DIL,,Spayed,4/24/22,1,5/22/22,UNDER AGE/WEIGHT,STRAY,FIELD,6/18/22,ADOPTION,27
WHITE,,Neutered,7/10/22,1,6/28/23,NORMAL,STRAY,OTC,7/15/23,ADOPTION,17
LYNX PT,WHITE,Spayed,2/26/22,1,5/22/22,INJURED  MILD,STRAY,OTC,9/1/22,ADOPTION,102
BR BRINDLE,,Neutered,5/16/21,2,5/16/22,ILL SEVERE,OWNER SURRENDER,FIELD,6/15/22,ADOPTION,30
WHITE,GRAY,Spayed,5/31/17,6,5/31/22,INJURED  SEVERE,STRAY,FIELD,6/9/22,ADOPTION,9
BLACK,WHITE,Neutered,5/31/18,5,5/31/22,WELFARE SEIZURES,WELFARE SEIZED,POLICE,7/23/22,ADOPTION,53
WHITE,GRAY,Unknown,5/24/21,2,5/24/22,INJURED  MILD,STRAY,FIELD,5/26/22,ADOPTION,2
BLACK,,Unknown,4/26/22,1,5/26/22,NORMAL,STRAY,ABAN SHLTR,5/28/22,ADOPTION,2
BLACK,,Unknown,4/26/22,1,5/26/22,NORMAL,STRAY,ABAN SHLTR,5/28/22,ADOPTION,2
BRN TABBY,WHITE,Neutered,4/14/22,1,5/26/22,UNDER AGE/WEIGHT,STRAY,OTC,6/4/22,ADOPTION,9
CHOCOLATE,,Spayed,7/2/22,1,7/2/23,NORMAL,STRAY,OTC,7/12/23,ADOPTION,10
BLACK,WHITE,Neutered,6/17/23,0,7/2/23,UNDER AGE/WEIGHT,STRAY,OTC,10/18/23,ADOPTION,108
WHITE,,Neutered,6/4/16,7,6/1/22,NORMAL,STRAY,OTC,6/5/22,ADOPTION,4
BLACK,WHITE,Neutered,4/20/22,1,6/2/22,NORMAL,STRAY,OTC,6/22/22,ADOPTION,20
WHITE,,Neutered,1/15/22,1,4/15/22,NORMAL,STRAY,FIELD,6/18/22,ADOPTION,64
BLACK,WHITE,Spayed,5/31/23,0,7/6/23,I/I REPORT,STRAY,OTC,10/7/23,ADOPTION,93
WHITE,GRAY,Male,,,4/16/22,NORMAL,OWNER SURRENDER,OTC,5/18/22,ADOPTION,32
BLACK,WHITE,Spayed,1/16/22,1,4/16/22,NORMAL,STRAY,OTC,7/2/22,ADOPTION,77
BLACK,WHITE,Spayed,7/6/19,4,7/6/23,INJURED  SEVERE,STRAY,FIELD,8/23/23,ADOPTION,48
BROWN,WHITE,Spayed,6/3/18,5,6/3/22,NORMAL,STRAY,OTC,6/12/22,ADOPTION,9
TAN,,Spayed,7/10/19,4,7/10/23,I/I REPORT,STRAY,FIELD,7/15/23,ADOPTION,5
WHITE,BLACK,Neutered,4/17/18,5,4/17/22,INJURED  MODERATE,STRAY,FIELD,5/4/22,ADOPTION,17
WHITE,,Neutered,11/28/21,1,4/18/22,NORMAL,STRAY,FIELD,5/4/22,ADOPTION,16
