Primary_Color,Sex,Age,Intake_Date,Intake_Condition,Intake_Type,days_stayed,Primary_Color_encoded,Sex_encoded,Intake_Condition_encoded,Intake_Type_encoded
BLACK,Spayed,5,7/11/18,NORMAL,STRAY,30,0,3,13,3
GRAY TABBY,Spayed,6,7/23/18,NORMAL,CONFISCATE,30,16,3,13,0
TORTIE DIL,Female,6,7/23/18,NORMAL,CONFISCATE,30,30,0,13,0
BLACK,Neutered,5,7/23/18,NORMAL,CONFISCATE,30,0,2,13,0
SEAL PT,Spayed,5,9/6/18,NORMAL,STRAY,30,24,3,13,3
ORG TABBY,Neutered,5,12/26/18,FRACTIOUS,STRAY,30,22,2,5,3
BLACK,Neutered,4,5/26/19,NORMAL,STRAY,30,0,2,13,3
GRAY TABBY,Male,4,7/5/19,UNDER AGE/WEIGHT,STRAY,30,16,1,14,3
CALICO,Spayed,4,7/13/19,UNDER AGE/WEIGHT,STRAY,30,8,3,14,3
BLACK,Neutered,4,12/5/19,NORMAL,STRAY,30,0,2,13,3
GRAY,Spayed,4,12/18/19,NORMAL,STRAY,30,15,3,13,3
BROWN,Spayed,4,2/6/20,NORMAL,STRAY,30,7,3,13,3
BLACK,Neutered,3,12/10/20,ILL MILD,STRAY,30,0,2,7,3
WHITE,Spayed,5,2/12/21,NORMAL,STRAY,30,32,3,13,3
BLACK,Neutered,2,7/21/21,NORMAL,STRAY,30,0,2,13,3
BLACK,Spayed,2,11/4/21,UNDER AGE/WEIGHT,STRAY,30,0,3,14,3
BLACK,Neutered,7,12/29/21,ILL MODERATETE,STRAY,30,0,2,8,3
BLACK,Spayed,2,1/13/22,NORMAL,STRAY,30,0,3,13,3
TORTIE,Spayed,9,5/12/22,NORMAL,OWNER SURRENDER,30,29,3,13,1
ORG TABBY,Neutered,1,5/27/22,UNDER AGE/WEIGHT,STRAY,30,22,2,14,3
ORANGE,Spayed,1,5/27/22,UNDER AGE/WEIGHT,STRAY,30,21,3,14,3
GRAY,Neutered,3,6/23/22,NORMAL,RETURN,30,15,2,13,2
CHOC PT,Spayed,3,10/5/22,NORMAL,OWNER SURRENDER,30,11,3,13,1
BLACK,Female,11,2/22/23,BEHAVIOR  MODERATE,OWNER SURRENDER,30,0,0,2,1
GRAY,Neutered,1,3/10/23,NORMAL,STRAY,30,15,2,13,3
BLACK,Neutered,5,3/29/23,NORMAL,OWNER SURRENDER,30,0,2,13,1
GRAY,Neutered,0,4/21/23,I/I REPORT,STRAY,30,15,2,6,3
ORG TABBY,Female,11,5/6/17,NORMAL,OWNER SURRENDER,29,22,0,13,1
BRN TABBY,Neutered,7,5/3/18,NORMAL,STRAY,29,5,2,13,3
BLACK,Spayed,5,11/2/18,NORMAL,STRAY,29,0,3,13,3
ORANGE,Neutered,11,3/14/19,NORMAL,OWNER SURRENDER,29,21,2,13,1
TORTIE,Female,4,4/26/19,NORMAL,STRAY,29,29,0,13,3
CALICO,Female,4,5/30/19,UNDER AGE/WEIGHT,STRAY,29,8,0,14,3
CALICO,Spayed,4,11/16/19,NORMAL,STRAY,29,8,3,13,3
BLACK,Spayed,9,11/30/19,NORMAL,OWNER SURRENDER,29,0,3,13,1
GRAY TABBY,Spayed,3,5/20/21,NORMAL,STRAY,29,16,3,13,3
BRN TABBY,Spayed,2,7/1/21,UNDER AGE/WEIGHT,STRAY,29,5,3,14,3
WHITE,Neutered,2,8/11/21,NORMAL,STRAY,29,32,2,13,3
SLVR TABBY,Spayed,2,8/24/21,UNDER AGE/WEIGHT,STRAY,29,25,3,14,3
TORTIE,Spayed,5,8/25/21,NORMAL,STRAY,29,29,3,13,3
ORG TABBY,Neutered,4,9/1/21,INJURED  MILD,OWNER SURRENDER,29,22,2,10,1
GRAY,Neutered,2,9/7/21,NORMAL,STRAY,29,15,2,13,3
BROWN,Neutered,13,8/13/22,ILL MILD,STRAY,29,7,2,7,3
BLACK,Spayed,1,11/11/22,NORMAL,STRAY,29,0,3,13,3
WHITE,Neutered,1,11/17/22,ILL MILD,STRAY,29,32,2,7,3
CREAM,Neutered,0,4/14/23,ILL MILD,STRAY,29,12,2,7,3
ORANGE,Male,10,6/15/17,NORMAL,OWNER SURRENDER,28,21,1,13,1
BLACK,Spayed,7,7/14/17,NORMAL,STRAY,28,0,3,13,3
BRN TABBY,Male,6,9/3/17,UNDER AGE/WEIGHT,STRAY,28,5,1,14,3
BLACK,Neutered,9,1/13/18,NORMAL,OWNER SURRENDER,28,0,2,13,1
BRN TABBY,Female,5,5/31/18,UNDER AGE/WEIGHT,STRAY,28,5,0,14,3
GRAY,Spayed,12,5/31/18,NORMAL,OWNER SURRENDER,28,15,3,13,1
WHITE,Spayed,8,12/6/18,NORMAL,STRAY,28,32,3,13,3
BLACK,Spayed,4,7/6/19,NORMAL,STRAY,28,0,3,13,3
GRAY TABBY,Female,5,7/27/19,NORMAL,STRAY,28,16,0,13,3
ORG TABBY,Neutered,7,8/2/19,NORMAL,WELFARE SEIZED,28,22,2,13,4
BRN TABBY,Neutered,4,12/8/19,NORMAL,STRAY,28,5,2,13,3
BLACK,Female,4,2/8/20,NORMAL,STRAY,28,0,0,13,3
TORTIE,Spayed,3,6/26/20,NORMAL,STRAY,28,29,3,13,3
WHITE,Spayed,3,10/15/20,NORMAL,STRAY,28,32,3,13,3
BLACK,Neutered,8,10/24/20,INJURED  MODERATE,STRAY,28,0,2,11,3
ORG TABBY,Neutered,5,2/6/21,INJURED  MODERATE,STRAY,28,22,2,11,3
GRAY TABBY,Neutered,3,3/25/21,NORMAL,OWNER SURRENDER,28,16,2,13,1
BLACK,Neutered,2,6/11/21,UNDER AGE/WEIGHT,STRAY,28,0,2,14,3
BLACK,Spayed,2,6/30/21,NORMAL,STRAY,28,0,3,13,3
BLACK,Spayed,2,7/21/21,NORMAL,STRAY,28,0,3,13,3
BRN TABBY,Spayed,2,7/21/21,NORMAL,STRAY,28,5,3,13,3
BRN TABBY,Neutered,12,8/4/21,ILL MILD,STRAY,28,5,2,7,3
BRN TABBY,Neutered,2,9/30/21,INJURED  MILD,STRAY,28,5,2,10,3
WHITE,Neutered,7,11/17/21,NORMAL,OWNER SURRENDER,28,32,2,13,1
ORANGE,Neutered,1,4/13/22,UNDER AGE/WEIGHT,STRAY,28,21,2,14,3
CREAM,Neutered,8,5/4/22,NORMAL,OWNER SURRENDER,28,12,2,13,1
BLACK,Spayed,1,6/5/22,UNDER AGE/WEIGHT,STRAY,28,0,3,14,3
BLACK,Neutered,1,6/29/22,UNDER AGE/WEIGHT,STRAY,28,0,2,14,3
BLACK,Neutered,1,6/29/22,UNDER AGE/WEIGHT,STRAY,28,0,2,14,3
GRAY,Spayed,1,9/10/22,UNDER AGE/WEIGHT,STRAY,28,15,3,14,3
GRAY TABBY,Neutered,1,11/5/22,ILL MODERATETE,STRAY,28,16,2,8,3
BLACK,Neutered,9,1/12/23,NORMAL,OWNER SURRENDER,28,0,2,13,1
GRAY,Neutered,5,3/29/23,NORMAL,OWNER SURRENDER,28,15,2,13,1
CALICO,Spayed,7,3/18/17,NORMAL,STRAY,27,8,3,13,3
BLACK,Male,6,6/2/17,NORMAL,STRAY,27,0,1,13,3
BLACK,Male,6,6/30/17,NORMAL,STRAY,27,0,1,13,3
BLACK,Female,6,6/30/17,NORMAL,STRAY,27,0,0,13,3
GRAY,Spayed,20,7/15/17,NORMAL,OWNER SURRENDER,27,15,3,13,1
BRN TABBY,Neutered,10,9/17/17,NORMAL,STRAY,27,5,2,13,3
CALICO,Spayed,7,12/10/17,NORMAL,STRAY,27,8,3,13,3
BLACK,Female,6,1/14/18,NORMAL,STRAY,27,0,0,13,3
CALICO,Spayed,8,1/23/18,NORMAL,STRAY,27,8,3,13,3
WHITE,Spayed,7,6/8/18,NORMAL,STRAY,27,32,3,13,3
BRN TABBY,Female,5,11/3/18,NORMAL,STRAY,27,5,0,13,3
TORTIE,Spayed,6,5/9/19,NORMAL,STRAY,27,29,3,13,3
BLACK,Spayed,4,5/25/19,UNDER AGE/WEIGHT,STRAY,27,0,3,14,3
BLACK,Spayed,4,6/14/19,NORMAL,STRAY,27,0,3,13,3
TORTIE,Spayed,4,7/12/19,NORMAL,STRAY,27,29,3,13,3
CALICO,Spayed,4,8/10/19,NORMAL,STRAY,27,8,3,13,3
ORG TABBY,Neutered,11,11/24/19,ILL SEVERE,STRAY,27,22,2,9,3
GRAY,Spayed,6,6/27/20,NORMAL,OWNER SURRENDER,27,15,3,13,1
BRN TABBY,Neutered,3,8/15/20,FRACTIOUS,STRAY,27,5,2,5,3
GRAY,Neutered,3,10/18/20,ILL SEVERE,STRAY,27,15,2,9,3
BLACK,Spayed,3,11/8/20,NORMAL,STRAY,27,0,3,13,3
BLACK,Spayed,3,11/21/20,NORMAL,STRAY,27,0,3,13,3
CALICO,Spayed,3,12/10/20,ILL MILD,STRAY,27,8,3,7,3
BLACK,Spayed,3,12/10/20,ILL MILD,STRAY,27,0,3,7,3
BRN TABBY,Neutered,3,12/20/20,NORMAL,STRAY,27,5,2,13,3
GRAY,Neutered,2,6/17/21,ILL SEVERE,STRAY,27,15,2,9,3
BLUE,Spayed,9,9/11/21,NORMAL,OWNER SURRENDER,27,3,3,13,1
BLACK,Spayed,1,4/10/22,UNDER AGE/WEIGHT,STRAY,27,0,3,14,3
GRAY,Neutered,1,5/5/22,NORMAL,OWNER SURRENDER,27,15,2,13,1
GRAY,Neutered,3,5/15/22,NORMAL,OWNER SURRENDER,27,15,2,13,1
CALICO DIL,Spayed,1,5/22/22,UNDER AGE/WEIGHT,STRAY,27,9,3,14,3
BLACK,Spayed,1,5/27/22,UNDER AGE/WEIGHT,STRAY,27,0,3,14,3
BLACK,Neutered,1,6/5/22,UNDER AGE/WEIGHT,STRAY,27,0,2,14,3
BLACK,Spayed,1,7/15/22,NORMAL,STRAY,27,0,3,13,3
GRAY,Spayed,1,7/28/22,UNDER AGE/WEIGHT,STRAY,27,15,3,14,3
BLACK,Neutered,6,8/22/22,INJURED  MILD,STRAY,27,0,2,10,3
GRAY,Neutered,1,9/1/22,UNDER AGE/WEIGHT,STRAY,27,15,2,14,3
BRN TABBY,Neutered,5,1/28/23,ILL MODERATETE,STRAY,27,5,2,8,3
BLACK,Neutered,6,7/16/17,NORMAL,STRAY,26,0,2,13,3
BRN TABBY,Spayed,6,7/16/17,NORMAL,STRAY,26,5,3,13,3
TORTIE DIL,Female,6,7/26/17,NORMAL,STRAY,26,30,0,13,3
WHITE,Neutered,10,10/7/17,NORMAL,STRAY,26,32,2,13,3
BLACK,Spayed,5,5/13/18,UNDER AGE/WEIGHT,STRAY,26,0,3,14,3
ORANGE,Male,19,6/9/19,NORMAL,OWNER SURRENDER,26,21,1,13,1
BRN TABBY,Male,4,8/16/19,UNDER AGE/WEIGHT,STRAY,26,5,1,14,3
TORTIE,Spayed,7,12/14/19,BEHAVIOR  MILD,OWNER SURRENDER,26,29,3,1,1
BLACK,Spayed,3,10/16/20,NORMAL,STRAY,26,0,3,13,3
ORANGE,Spayed,3,1/29/21,INJURED  MILD,STRAY,26,21,3,10,3
CALICO TAB,Spayed,16,3/9/21,ILL SEVERE,CONFISCATE,26,10,3,9,0
ORG TABBY,Neutered,12,4/4/21,NORMAL,STRAY,26,22,2,13,3
SLVR TABBY,Spayed,2,8/8/21,NORMAL,STRAY,26,25,3,13,3
SEAL PT,Spayed,12,3/16/22,ILL MODERATETE,OWNER SURRENDER,26,24,3,8,1
BLACK,Spayed,1,6/19/22,NORMAL,STRAY,26,0,3,13,3
BRN TABBY,Spayed,1,6/19/22,ILL MILD,STRAY,26,5,3,7,3
BLACK,Spayed,1,7/1/22,UNDER AGE/WEIGHT,STRAY,26,0,3,14,3
GRAY,Spayed,1,9/13/22,ILL MILD,STRAY,26,15,3,7,3
ORG TABBY,Neutered,9,5/6/17,NORMAL,STRAY,25,22,2,13,3
CALICO,Female,6,7/23/17,NORMAL,STRAY,25,8,0,13,3
SEAL PT,Neutered,6,8/2/17,FERAL,STRAY,25,24,2,4,3
BRN TABBY,Spayed,6,10/1/17,FERAL,STRAY,25,5,3,4,3
GRAY,Neutered,6,10/1/17,NORMAL,STRAY,25,15,2,13,3
WHITE,Male,10,12/2/17,NORMAL,STRAY,25,32,1,13,3
TORTIE,Female,6,1/26/18,NORMAL,STRAY,25,29,0,13,3
GRAY,Male,6,7/23/18,NORMAL,CONFISCATE,25,15,1,13,0
BRN TABBY,Neutered,12,8/21/18,INJURED  MILD,STRAY,25,5,2,10,3
BLACK,Spayed,7,12/15/18,NORMAL,OWNER SURRENDER,25,0,3,13,1
BLACK,Male,7,12/28/18,NORMAL,CONFISCATE,25,0,1,13,0
WHITE,Spayed,6,3/13/19,NORMAL,STRAY,25,32,3,13,3
CALICO,Spayed,7,3/18/19,NORMAL,STRAY,25,8,3,13,3
WHITE,Spayed,4,5/22/19,INJURED  MILD,STRAY,25,32,3,10,3
BLACK,Male,4,5/25/19,UNDER AGE/WEIGHT,STRAY,25,0,1,14,3
BLACK,Neutered,4,5/26/19,NORMAL,STRAY,25,0,2,13,3
ORANGE,Neutered,8,6/8/19,NORMAL,STRAY,25,21,2,13,3
GRAY TABBY,Spayed,4,6/17/19,NORMAL,STRAY,25,16,3,13,3
BLACK,Neutered,9,6/29/19,NORMAL,OWNER SURRENDER,25,0,2,13,1
CALICO DIL,Spayed,4,12/1/19,NORMAL,STRAY,25,9,3,13,3
BLACK,Neutered,4,12/14/19,NORMAL,STRAY,25,0,2,13,3
GRAY,Neutered,4,1/18/20,ILL MODERATETE,OWNER SURRENDER,25,15,2,8,1
CRM TABBY,Neutered,10,2/23/20,NORMAL,STRAY,25,13,2,13,3
GRAY TABBY,Spayed,3,6/23/20,NORMAL,STRAY,25,16,3,13,3
BLACK,Spayed,3,6/23/20,NORMAL,STRAY,25,0,3,13,3
GRAY,Spayed,6,6/27/20,NORMAL,OWNER SURRENDER,25,15,3,13,1
BRN TABBY,Neutered,3,8/16/20,FRACTIOUS,STRAY,25,5,2,5,3
WHITE,Spayed,4,8/26/20,ILL MODERATETE,STRAY,25,32,3,8,3
BLACK,Neutered,3,9/12/20,NORMAL,STRAY,25,0,2,13,3
BLK TABBY,Neutered,3,11/14/20,FRACTIOUS,STRAY,25,2,2,5,3
BLACK,Neutered,3,5/1/21,NORMAL,STRAY,25,0,2,13,3
ORANGE,Neutered,2,10/2/21,NORMAL,RETURN,25,21,2,13,2
GRAY,Spayed,2,10/9/21,INJURED  MILD,STRAY,25,15,3,10,3
BRN TABBY,Neutered,8,11/16/21,NORMAL,OWNER SURRENDER,25,5,2,13,1
GRAY,Neutered,6,3/9/22,FRACTIOUS,STRAY,25,15,2,5,3
GRAY TABBY,Neutered,9,5/7/22,ILL MILD,STRAY,25,16,2,7,3
BRN TABBY,Neutered,1,9/13/22,ILL MILD,STRAY,25,5,2,7,3
BLACK,Spayed,0,9/13/23,NORMAL,STRAY,25,0,3,13,3
LYNX PT,Female,6,5/10/17,ILL MILD,STRAY,24,20,0,7,3
GRAY,Neutered,15,7/9/17,NORMAL,OWNER SURRENDER,24,15,2,13,1
GRAY TABBY,Spayed,6,7/26/17,NORMAL,STRAY,24,16,3,13,3
WHITE,Spayed,17,8/30/17,ILL MILD,STRAY,24,32,3,7,3
GRAY,Female,6,12/15/17,NORMAL,STRAY,24,15,0,13,3
BLACK,Spayed,12,3/24/18,NORMAL,OWNER SURRENDER,24,0,3,13,1
GRAY TABBY,Spayed,5,5/23/18,NORMAL,STRAY,24,16,3,13,3
BLACK,Spayed,6,5/27/18,NORMAL,OWNER SURRENDER,24,0,3,13,1
LYNX PT,Male,5,9/5/18,NORMAL,STRAY,24,20,1,13,3
CALICO,Spayed,5,9/30/18,NORMAL,STRAY,24,8,3,13,3
BRN TABBY,Male,5,11/16/18,UNDER AGE/WEIGHT,STRAY,24,5,1,14,3
BLACK,Neutered,4,5/29/19,NORMAL,STRAY,24,0,2,13,3
BRN TABBY,Male,4,7/17/19,NORMAL,STRAY,24,5,1,13,3
GRAY,Female,4,7/28/19,NORMAL,STRAY,24,15,0,13,3
BLACK,Neutered,4,11/3/19,NORMAL,STRAY,24,0,2,13,3
WHITE,Neutered,4,11/3/19,NORMAL,STRAY,24,32,2,13,3
CALICO TAB,Spayed,3,6/21/20,NORMAL,STRAY,24,10,3,13,3
GRAY,Spayed,5,10/1/20,NORMAL,STRAY,24,15,3,13,3
BLACK,Neutered,3,10/4/20,NORMAL,STRAY,24,0,2,13,3
ORANGE,Neutered,6,10/20/20,NORMAL,STRAY,24,21,2,13,3
GRAY,Neutered,3,10/20/20,NORMAL,STRAY,24,15,2,13,3
BLACK,Neutered,6,11/29/20,NORMAL,STRAY,24,0,2,13,3
BLACK,Neutered,7,1/10/21,ILL MODERATETE,STRAY,24,0,2,8,3
TORTIE,Spayed,2,6/14/21,NORMAL,STRAY,24,29,3,13,3
BRN TABBY,Neutered,2,8/8/21,NORMAL,STRAY,24,5,2,13,3
TORTIE,Spayed,1,6/19/22,ILL SEVERE,STRAY,24,29,3,9,3
BLACK,Spayed,1,6/22/22,NORMAL,STRAY,24,0,3,13,3
BRN TABBY,Spayed,1,6/23/22,UNDER AGE/WEIGHT,STRAY,24,5,3,14,3
BRN TABBY,Spayed,1,6/23/22,UNDER AGE/WEIGHT,STRAY,24,5,3,14,3
TRICOLOR,Spayed,4,6/29/22,NORMAL,OWNER SURRENDER,24,31,3,13,1
WHITE,Neutered,1,8/24/22,UNDER AGE/WEIGHT,STRAY,24,32,2,14,3
GRAY,Spayed,1,8/24/22,UNDER AGE/WEIGHT,STRAY,24,15,3,14,3
CALICO,Spayed,1,9/7/22,NORMAL,OWNER SURRENDER,24,8,3,13,1
GRAY,Neutered,1,9/13/22,ILL MILD,STRAY,24,15,2,7,3
GRAY,Neutered,1,9/21/22,UNDER AGE/WEIGHT,STRAY,24,15,2,14,3
BLACK,Spayed,1,12/11/22,NORMAL,STRAY,24,0,3,13,3
BRN TABBY,Spayed,1,3/8/23,ILL SEVERE,OWNER SURRENDER,24,5,3,9,1
BRN TABBY,Spayed,9,2/16/17,NORMAL,STRAY,23,5,3,13,3
ORG TABBY,Neutered,13,5/18/17,NORMAL,OWNER SURRENDER,23,22,2,13,1
BRN TABBY,Female,6,6/16/17,NORMAL,STRAY,23,5,0,13,3
BRN TABBY,Female,6,6/16/17,NORMAL,STRAY,23,5,0,13,3
GRAY TABBY,Male,6,6/25/17,NORMAL,STRAY,23,16,1,13,3
GRAY TABBY,Spayed,9,7/20/17,NORMAL,OWNER SURRENDER,23,16,3,13,1
BRN TABBY,Neutered,5,11/28/18,NORMAL,STRAY,23,5,2,13,3
BLACK,Female,7,12/28/18,NORMAL,CONFISCATE,23,0,0,13,0
WHITE,Neutered,7,5/23/19,FRACTIOUS,STRAY,23,32,2,5,3
GRAY,Male,4,5/24/19,UNDER AGE/WEIGHT,STRAY,23,15,1,14,3
GRAY TABBY,Spayed,4,8/7/19,NORMAL,STRAY,23,16,3,13,3
TORTIE,Spayed,4,8/15/19,NORMAL,STRAY,23,29,3,13,3
CALICO DIL,Female,5,2/13/20,NORMAL,OWNER SURRENDER,23,9,0,13,1
BLACK,Spayed,5,9/10/20,FRACTIOUS,STRAY,23,0,3,5,3
BLACK,Neutered,3,9/30/20,NORMAL,STRAY,23,0,2,13,3
BLACK,Male,9,10/15/20,FRACTIOUS,STRAY,23,0,1,5,3
CALICO,Spayed,3,11/5/20,NORMAL,STRAY,23,8,3,13,3
ORANGE,Neutered,7,4/13/21,FRACTIOUS,STRAY,23,21,2,5,3
CALICO TAB,Spayed,2,6/24/21,ILL MILD,STRAY,23,10,3,7,3
ORANGE,Neutered,3,8/11/21,NORMAL,STRAY,23,21,2,13,3
SNOWSHOE,Neutered,2,11/4/21,UNDER AGE/WEIGHT,STRAY,23,26,2,14,3
WHITE,Spayed,1,6/15/22,UNDER AGE/WEIGHT,STRAY,23,32,3,14,3
GRAY,Neutered,1,6/23/22,ILL MILD,STRAY,23,15,2,7,3
BLACK,Spayed,1,6/23/22,ILL MILD,STRAY,23,0,3,7,3
BRN TABBY,Neutered,1,6/29/22,INJURED  MODERATE,STRAY,23,5,2,11,3
GRAY,Neutered,1,6/30/22,UNDER AGE/WEIGHT,STRAY,23,15,2,14,3
BRN TABBY,Spayed,1,8/25/22,UNDER AGE/WEIGHT,STRAY,23,5,3,14,3
BLACK,Neutered,1,12/8/22,UNDER AGE/WEIGHT,STRAY,23,0,2,14,3
ORG TABBY,Spayed,0,4/14/23,ILL MILD,STRAY,23,22,3,7,3
CREAM,Neutered,0,4/14/23,ILL MILD,STRAY,23,12,2,7,3
GRAY TABBY,Neutered,0,6/15/23,ILL MILD,STRAY,23,16,2,7,3
SEAL PT,Neutered,0,8/23/23,INJURED  MILD,STRAY,23,24,2,10,3
ORG TABBY,Male,6,5/10/17,FERAL,STRAY,22,22,1,4,3
BLACK,Spayed,6,7/20/17,NORMAL,STRAY,22,0,3,13,3
TAN,Female,15,7/21/17,FERAL,OWNER SURRENDER,22,27,0,4,1
BRN TABBY,Neutered,7,9/30/17,NORMAL,STRAY,22,5,2,13,3
BLACK,Male,5,1/3/18,NORMAL,STRAY,22,0,1,13,3
BRN TABBY,Female,5,5/31/18,UNDER AGE/WEIGHT,STRAY,22,5,0,14,3
BLACK,Spayed,5,8/22/18,NORMAL,STRAY,22,0,3,13,3
GRAY TABBY,Spayed,5,9/4/18,INJURED  MILD,STRAY,22,16,3,10,3
ORG TABBY,Male,6,10/18/18,NORMAL,STRAY,22,22,1,13,3
TORTIE,Female,4,5/24/19,UNDER AGE/WEIGHT,STRAY,22,29,0,14,3
TORTIE,Spayed,4,5/24/19,UNDER AGE/WEIGHT,STRAY,22,29,3,14,3
CALICO,Spayed,4,5/24/19,UNDER AGE/WEIGHT,STRAY,22,8,3,14,3
GRAY,Male,4,5/24/19,UNDER AGE/WEIGHT,STRAY,22,15,1,14,3
BLACK,Male,4,5/24/19,UNDER AGE/WEIGHT,STRAY,22,0,1,14,3
ORG TABBY,Male,4,5/24/19,UNDER AGE/WEIGHT,STRAY,22,22,1,14,3
GRAY,Male,4,5/24/19,UNDER AGE/WEIGHT,STRAY,22,15,1,14,3
BLACK,Female,4,6/14/19,NORMAL,STRAY,22,0,0,13,3
CALICO,Spayed,4,9/14/19,UNDER AGE/WEIGHT,STRAY,22,8,3,14,3
GRAY TABBY,Spayed,4,9/14/19,UNDER AGE/WEIGHT,STRAY,22,16,3,14,3
BRN TABBY,Neutered,4,1/14/20,FRACTIOUS,RETURN,22,5,2,5,2
BLACK,Spayed,4,2/12/20,NORMAL,STRAY,22,0,3,13,3
WHITE,Spayed,4,3/12/20,NORMAL,STRAY,22,32,3,13,3
GRAY TABBY,Spayed,5,5/30/20,NORMAL,OWNER SURRENDER,22,16,3,13,1
BRN TABBY,Spayed,3,6/23/20,NORMAL,STRAY,22,5,3,13,3
BRN TABBY,Neutered,4,6/25/20,NORMAL,OWNER SURRENDER,22,5,2,13,1
GRAY,Neutered,2,7/28/21,INJURED  MODERATE,STRAY,22,15,2,11,3
BRN TABBY,Spayed,2,8/11/21,NORMAL,STRAY,22,5,3,13,3
WHITE,Spayed,2,10/23/21,UNDER AGE/WEIGHT,STRAY,22,32,3,14,3
GRAY TABBY,Neutered,3,1/7/22,INJURED  MODERATE,STRAY,22,16,2,11,3
BLACK,Neutered,2,5/20/22,NORMAL,OWNER SURRENDER,22,0,2,13,1
GRAY TABBY,Male,1,7/1/22,UNDER AGE/WEIGHT,STRAY,22,16,1,14,3
GRAY,Spayed,1,10/7/22,NORMAL,STRAY,22,15,3,13,3
CALICO,Spayed,1,11/10/22,UNDER AGE/WEIGHT,STRAY,22,8,3,14,3
ORANGE,Neutered,1,11/12/22,INJURED  MODERATE,STRAY,22,21,2,11,3
GRAY,Neutered,4,2/17/23,NORMAL,RETURN,22,15,2,13,2
BLACK,Neutered,0,4/28/23,UNDER AGE/WEIGHT,STRAY,22,0,2,14,3
BLACK,Neutered,0,4/28/23,UNDER AGE/WEIGHT,STRAY,22,0,2,14,3
ORG TABBY,Neutered,2,6/3/23,INJURED  SEVERE,STRAY,22,22,2,12,3
BLACK,Spayed,5,9/6/23,NORMAL,WELFARE SEIZED,22,0,3,13,4
BLACK,Neutered,0,9/13/23,NORMAL,STRAY,22,0,2,13,3
BLACK,Male,13,7/6/17,NORMAL,STRAY,21,0,1,13,3
GRAY TABBY,Neutered,6,7/30/17,FERAL,STRAY,21,16,2,4,3
ORG TABBY,Male,6,9/13/17,BEHAVIOR  MILD,STRAY,21,22,1,1,3
ORG TABBY,Male,6,9/13/17,BEHAVIOR  MILD,STRAY,21,22,1,1,3
BRN TABBY,Spayed,6,10/4/17,FERAL,STRAY,21,5,3,4,3
ORG TABBY,Neutered,6,11/9/17,NORMAL,STRAY,21,22,2,13,3
ORG TABBY,Neutered,7,12/16/17,NORMAL,STRAY,21,22,2,13,3
CALICO,Spayed,6,3/29/18,NORMAL,STRAY,21,8,3,13,3
BLACK,Male,5,9/30/18,NORMAL,STRAY,21,0,1,13,3
CALICO,Female,5,10/5/18,NORMAL,STRAY,21,8,0,13,3
GRAY,Neutered,6,10/27/18,NORMAL,STRAY,21,15,2,13,3
GRAY,Male,5,10/28/18,NORMAL,STRAY,21,15,1,13,3
BRN TABBY,Spayed,5,3/15/19,NORMAL,STRAY,21,5,3,13,3
LYNX PT,Female,4,5/11/19,ILL MILD,STRAY,21,20,0,7,3
BRN TABBY,Spayed,7,5/25/19,FRACTIOUS,STRAY,21,5,3,5,3
CALICO,Spayed,4,6/20/19,UNDER AGE/WEIGHT,STRAY,21,8,3,14,3
CRM TABBY,Neutered,4,7/7/19,NORMAL,STRAY,21,13,2,13,3
WHITE,Female,6,7/10/19,NORMAL,STRAY,21,32,0,13,3
GRAY TABBY,Male,4,7/17/19,UNDER AGE/WEIGHT,STRAY,21,16,1,14,3
TORTIE DIL,Female,4,7/20/19,NORMAL,STRAY,21,30,0,13,3
GRAY TABBY,Spayed,5,9/6/19,FRACTIOUS,STRAY,21,16,3,5,3
ORG TABBY,Neutered,4,9/14/19,NORMAL,STRAY,21,22,2,13,3
GRAY TABBY,Neutered,4,9/25/19,INJURED  SEVERE,STRAY,21,16,2,12,3
TORTIE,Female,4,10/19/19,NORMAL,STRAY,21,29,0,13,3
WHITE,Neutered,4,11/9/19,NORMAL,STRAY,21,32,2,13,3
BLACK,Neutered,4,11/23/19,NORMAL,STRAY,21,0,2,13,3
GRAY,Neutered,4,12/19/19,INJURED  MILD,STRAY,21,15,2,10,3
ORANGE,Neutered,3,6/9/20,ILL MILD,STRAY,21,21,2,7,3
BLACK,Neutered,3,7/18/20,NORMAL,STRAY,21,0,2,13,3
BRN TABBY,Neutered,3,7/21/20,ILL MILD,STRAY,21,5,2,7,3
BRN TABBY,Spayed,9,7/30/20,NORMAL,STRAY,21,5,3,13,3
GRAY TABBY,Neutered,3,8/19/20,NORMAL,STRAY,21,16,2,13,3
BLACK,Spayed,3,10/2/20,NORMAL,WELFARE SEIZED,21,0,3,13,4
BLACK,Neutered,3,10/2/20,NORMAL,WELFARE SEIZED,21,0,2,13,4
CALICO TAB,Spayed,3,10/11/20,BEHAVIOR  MILD,RETURN,21,10,3,1,2
BRN TABBY,Spayed,3,10/14/20,NORMAL,STRAY,21,5,3,13,3
CALICO TAB,Spayed,3,10/14/20,NORMAL,STRAY,21,10,3,13,3
BRN TABBY,Spayed,3,10/15/20,NORMAL,STRAY,21,5,3,13,3
WHITE,Spayed,3,11/11/20,NORMAL,STRAY,21,32,3,13,3
BRN TABBY,Neutered,3,12/20/20,NORMAL,STRAY,21,5,2,13,3
GRAY,Neutered,5,8/25/21,NORMAL,STRAY,21,15,2,13,3
