Animal ID,Name,DateTime,MonthYear,Date of Birth,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color
A738843,Charcoal,12/11/2016 03:02:00 PM,Dec 2016,11/22/2009,Adoption,,Cat,Neutered Male,7 years,Domestic Shorthair Mix,Blue/White
A880251,*Oreo,06/24/2023 01:51:00 PM,Jun 2023,04/06/2023,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Black/White
A725564,*Gilda,06/13/2016 05:08:00 PM,Jun 2016,03/30/2016,Adoption,,Cat,Spayed Female,2 months,Siamese Mix,White
A794790,,07/17/2019 12:34:00 PM,Jul 2019,04/27/2019,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,White/Blue
A699141,*Crema,06/19/2017 05:22:00 PM,Jun 2017,02/23/2015,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Cream Tabby/White
A761896,*Simon,12/22/2017 07:43:00 AM,Dec 2017,10/11/2017,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black
A749851,,05/24/2017 06:07:00 PM,May 2017,03/20/2017,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black
A798396,Zora,07/01/2019 06:37:00 PM,Jul 2019,02/25/2019,Adoption,,Cat,Spayed Female,4 months,American Shorthair,Cream Tabby
A794172,*Esmerelda,08/21/2019 08:02:00 AM,Aug 2019,04/19/2019,Adoption,Foster,Cat,Spayed Female,4 months,Siamese Mix,Lynx Point
A802454,Cookie,09/15/2019 07:53:00 PM,Sep 2019,02/18/2018,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Calico
A726370,,07/02/2016 11:53:00 AM,Jul 2016,04/18/2016,Adoption,,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Tortie
A710361,*Wallace,08/29/2015 04:14:00 PM,Aug 2015,04/22/2015,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Blue Tabby
A832514,*Caelynn,08/08/2021 01:08:00 PM,Aug 2021,03/29/2021,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair,Black
A737088,Peaches,12/02/2016 05:09:00 PM,Dec 2016,09/18/2016,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,White/Orange Tabby
A771034,,07/28/2018 10:56:00 AM,Jul 2018,03/26/2018,Adoption,Foster,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Black
A707730,Buddy,08/04/2015 02:58:00 PM,Aug 2015,07/16/2012,Adoption,,Cat,Neutered Male,3 years,Siamese Mix,Seal Point
A801416,,09/08/2019 04:40:00 PM,Sep 2019,07/18/2019,Adoption,,Cat,Intact Female,1 month,Siamese,Seal Point
A717636,Chihiro,01/16/2016 05:54:00 PM,Jan 2016,04/11/2015,Adoption,,Cat,Spayed Female,9 months,Domestic Shorthair Mix,Orange Tabby
A747571,Pepper,04/16/2018 06:07:00 PM,Apr 2018,03/30/2017,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Torbie
A790904,*Jojo,03/31/2019 06:35:00 PM,Mar 2019,12/18/2018,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black/White
A760646,,10/26/2017 05:52:00 PM,Oct 2017,08/11/2017,Adoption,,Cat,Neutered Male,2 months,American Shorthair Mix,Black/White
A804835,Ramses,04/01/2020 08:45:00 AM,Apr 2020,09/19/2014,Adoption,Foster,Cat,Neutered Male,5 years,Domestic Shorthair,Brown Tabby/White
A755432,*Bubbles,09/22/2017 07:19:00 AM,Sep 2017,07/03/2017,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
A835260,Green,07/06/2021 05:25:00 PM,Jul 2021,04/02/2021,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black
A709220,Pockets,10/18/2015 06:17:00 PM,Oct 2015,08/05/2015,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A731089,Abby,05/30/2017 10:14:00 AM,May 2017,07/15/2010,Adoption,Foster,Cat,Spayed Female,6 years,Domestic Shorthair,Orange Tabby
A773088,*Blanche,06/23/2018 04:04:00 PM,Jun 2018,04/19/2018,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Longhair Mix,Blue Tabby
A662436,*Holly,12/31/2013 03:38:00 PM,Dec 2013,07/19/2013,Adoption,Foster,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Blue
A772687,*Coco,06/16/2018 06:22:00 PM,Jun 2018,05/31/2010,Adoption,,Cat,Spayed Female,8 years,Tonkinese Mix,Chocolate Point
A756745,*Primrose,08/29/2017 07:01:00 PM,Aug 2017,05/24/2017,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Blue/White
A702150,Pistol,05/30/2015 03:29:00 PM,May 2015,03/26/2015,Adoption,,Cat,Intact Male,2 months,Domestic Shorthair Mix,Blue
A714867,*Missy,11/12/2015 01:54:00 PM,Nov 2015,07/29/2015,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Torbie
A670706,Storm,01/16/2014 04:11:00 PM,Jan 2014,10/12/2013,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Torbie
A702943,*Roberta,06/26/2015 06:28:00 PM,Jun 2015,04/05/2015,Adoption,,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Blue Tabby/White
A713076,*Kelly,01/09/2016 02:27:00 PM,Jan 2016,08/28/2015,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Black/White
A662400,*Brownie,11/06/2013 02:38:00 PM,Nov 2013,08/10/2013,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A755523,*Jasmine,09/27/2017 08:38:00 AM,Sep 2017,06/19/2017,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Blue
A700114,Live,04/08/2015 05:20:00 PM,Apr 2015,10/08/2013,Adoption,,Cat,Spayed Female,1 year,Russian Blue Mix,Blue/White
A749284,Rocky,06/19/2017 05:50:00 PM,Jun 2017,05/13/2015,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Cream Tabby
A682305,,07/08/2014 01:07:00 PM,Jul 2014,03/26/2014,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby
A869957,Cotton,01/26/2023 06:50:00 PM,Jan 2023,09/28/2022,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,White/Brown Tabby
A729269,Lucy,06/19/2016 06:10:00 PM,Jun 2016,04/15/2016,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby/White
A703360,*Henry,07/18/2015 08:04:00 PM,Jul 2015,05/05/2015,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black
A707965,*Irene,05/28/2019 09:45:00 AM,May 2019,07/20/2013,Adoption,Foster,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Orange Tabby/White
A487253,Artemis,01/30/2016 04:31:00 PM,Jan 2016,07/23/2007,Adoption,,Cat,Neutered Male,8 years,Domestic Longhair Mix,Black Smoke
A795483,*Herb,07/21/2019 07:15:00 PM,Jul 2019,04/21/2019,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Orange Tabby/White
A706674,Ralph,07/18/2015 05:11:00 PM,Jul 2015,04/15/2015,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby
A677650,*Denny,06/07/2014 02:45:00 PM,Jun 2014,04/05/2014,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A799245,*Hufflepuff,09/14/2019 04:33:00 PM,Sep 2019,05/18/2019,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Blue/White
A765123,Dansby,12/31/2018 04:34:00 PM,Dec 2018,10/29/2017,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Brown Tabby
A742940,Sparrow,02/04/2017 05:00:00 PM,Feb 2017,05/01/2016,Adoption,,Cat,Neutered Male,9 months,Domestic Shorthair Mix,Brown Tiger/White
A476741,Jasmine,04/06/2014 01:30:00 PM,Apr 2014,04/25/2007,Adoption,,Cat,Spayed Female,6 years,Snowshoe Mix,Lilac Point
A804843,Ginger,10/05/2019 05:07:00 PM,Oct 2019,06/10/2019,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Calico
A727611,,07/15/2016 06:43:00 PM,Jul 2016,05/17/2016,Adoption,,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Blue/White
A686472,,08/26/2014 06:56:00 PM,Aug 2014,06/27/2014,Adoption,,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Blue Tabby
A713590,*Sallie,10/17/2015 11:48:00 AM,Oct 2015,10/09/2012,Adoption,,Cat,Spayed Female,3 years,Domestic Longhair Mix,Orange Tabby
A702657,,07/18/2015 02:30:00 PM,Jul 2015,04/28/2015,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black
A830055,Amelia,04/12/2021 04:07:00 PM,Apr 2021,03/01/2014,Adoption,,Cat,Spayed Female,7 years,Siamese Mix,Tortie Point
A790477,Heliodor,03/21/2019 03:30:00 PM,Mar 2019,03/11/2017,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby
A817728,,06/10/2020 04:12:00 PM,Jun 2020,03/26/2020,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue Tabby
A683104,Sarah,07/11/2014 05:31:00 PM,Jul 2014,05/10/2014,Adoption,,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Seal Point/White
A796396,*Edwina,09/29/2019 11:37:00 AM,Sep 2019,04/01/2019,Adoption,,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Calico
A761374,Leo,11/12/2017 03:31:00 PM,Nov 2017,09/03/2017,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A811013,,01/02/2020 04:24:00 PM,Jan 2020,08/11/2019,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair,Black
A667414,Will,11/24/2013 02:09:00 PM,Nov 2013,05/17/2013,Adoption,,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Silver Tabby/White
A738291,*Sierra,12/06/2016 04:02:00 PM,Dec 2016,10/12/2016,Adoption,,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby/White
A762975,*Piper,01/23/2018 06:44:00 PM,Jan 2018,11/30/2015,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Black
A837469,A837469,07/07/2021 04:25:00 PM,Jul 2021,05/08/2021,Adoption,,Cat,Spayed Female,1 month,Domestic Medium Hair,White/Black
A837512,Kiara,07/01/2021 04:03:00 PM,Jul 2021,04/23/2021,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby/White
A842166,Pepe,09/13/2021 05:06:00 PM,Sep 2021,07/10/2021,Adoption,,Cat,Neutered Male,2 months,Domestic Longhair Mix,Orange Tabby/White
A823233,Olive,12/09/2020 02:41:00 PM,Dec 2020,07/23/2020,Adoption,Foster,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Brown Tabby
A707668,Noodles,07/21/2015 06:07:00 PM,Jul 2015,05/15/2015,Adoption,,Cat,Intact Female,2 months,Domestic Shorthair Mix,Calico
A837913,*Zircon,09/11/2021 06:54:00 PM,Sep 2021,05/21/2021,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Black
A887758,Freya,09/20/2023 04:51:00 PM,Sep 2023,06/25/2023,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Torbie
A836449,*Merlin,06/20/2021 10:07:00 AM,Jun 2021,01/10/2019,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby/White
A887750,*Jazzy,09/20/2023 05:08:00 PM,Sep 2023,06/25/2023,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Orange Tabby
A888901,*Remus,09/20/2023 05:48:00 PM,Sep 2023,05/14/2023,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair,Cream Tabby
A877457,*Marcel,06/24/2023 05:02:00 PM,Jun 2023,03/27/2021,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair,Black/White
A787822,*Ralph,02/23/2019 12:59:00 PM,Feb 2019,12/22/2018,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Blue
A788029,Cookie,02/16/2019 04:50:00 PM,Feb 2019,08/25/2018,Adoption,,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Black/White
A672157,Sneezy,04/15/2014 12:07:00 PM,Apr 2014,12/21/2013,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby
A803601,Beat Box,11/29/2019 02:39:00 PM,Nov 2019,07/22/2019,Adoption,,Cat,Neutered Male,4 months,Domestic Medium Hair Mix,Brown Tabby/White
A782028,,10/15/2018 06:29:00 PM,Oct 2018,08/02/2018,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue/White
A727501,*Libby,06/22/2016 05:35:00 PM,Jun 2016,05/22/2014,Adoption,Foster,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Blue Tabby
A751521,*Clove,06/24/2017 04:55:00 PM,Jun 2017,04/24/2017,Adoption,,Cat,Spayed Female,1 month,Domestic Medium Hair Mix,Black/White
A798964,*1,07/07/2019 07:43:00 PM,Jul 2019,05/02/2019,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Orange Tabby
A802508,*Gargamel,09/29/2019 01:30:00 PM,Sep 2019,07/18/2019,Adoption,,Cat,Neutered Male,2 months,Domestic Longhair,Blue Tabby
A728054,Bugs Bunny,06/01/2016 05:32:00 PM,Jun 2016,03/15/2016,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue
A772876,*Deku,07/01/2018 06:25:00 PM,Jul 2018,04/27/2018,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black
A727400,*Ford,07/02/2016 10:03:00 AM,Jul 2016,04/09/2016,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black
A658616,Betty,11/09/2014 01:53:00 PM,Nov 2014,07/12/2007,Adoption,Foster,Cat,Spayed Female,7 years,Domestic Shorthair Mix,Brown Tabby
A800620,*Shadow,09/06/2019 12:28:00 PM,Sep 2019,06/06/2019,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair,Black/White
A763036,Sebastian,01/14/2018 12:32:00 PM,Jan 2018,11/06/2017,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
A735437,*Jillian,03/23/2017 10:06:00 AM,Mar 2017,03/23/2016,Adoption,Foster,Cat,Spayed Female,1 year,Domestic Shorthair,Black
A689374,*Kelly,11/26/2014 04:05:00 PM,Nov 2014,09/02/2014,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
A765350,Luther,01/29/2018 04:49:00 PM,Jan 2018,03/18/2017,Adoption,,Cat,Neutered Male,10 months,Domestic Shorthair Mix,Gray
A782684,Kenny,11/17/2018 02:59:00 PM,Nov 2018,10/19/2008,Adoption,,Cat,Neutered Male,10 years,Domestic Shorthair Mix,Brown Tabby
A880861,*Apple,06/24/2023 06:55:00 PM,Jun 2023,05/16/2020,Adoption,,Cat,Spayed Female,3 years,Domestic Medium Hair,Blue
A664443,Sebastian,01/03/2014 07:08:00 PM,Jan 2014,08/12/2013,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Blue Tabby/White
A703928,*Florence,07/19/2015 01:31:00 PM,Jul 2015,04/30/2015,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby/White
A873477,,01/31/2023 03:32:00 PM,Jan 2023,01/25/2021,Adoption,,Cat,Neutered Male,2 years,Siamese,Lynx Point
A773613,Kit Kat,06/08/2018 06:11:00 PM,Jun 2018,04/18/2018,Adoption,,Cat,Intact Female,1 month,Domestic Shorthair Mix,Tortie
A712329,*Snuggles,03/27/2016 02:31:00 PM,Mar 2016,09/21/2003,Adoption,Foster,Cat,Spayed Female,12 years,Domestic Shorthair Mix,Tortie
A661681,*Annie,04/20/2014 03:44:00 PM,Apr 2014,08/23/2011,Adoption,Foster,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby/White
A729471,,06/29/2016 02:03:00 PM,Jun 2016,04/18/2016,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie
A881083,*Mario,06/24/2023 06:09:00 PM,Jun 2023,04/02/2023,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White
A826107,*Archie,12/08/2020 02:37:00 PM,Dec 2020,09/04/2020,Adoption,,Cat,Neutered Male,3 months,Domestic Medium Hair,White/Orange Tabby
A883004,*Audrey,06/24/2023 07:01:00 PM,Jun 2023,06/12/2018,Adoption,,Cat,Spayed Female,5 years,Domestic Shorthair,Calico
A703573,*Suzette,06/29/2015 06:07:00 PM,Jun 2015,04/27/2015,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico
A814677,Data,03/06/2020 05:57:00 PM,Mar 2020,09/03/2017,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair,Brown Tabby
A790618,*Martini,05/09/2019 10:15:00 AM,May 2019,01/29/2019,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Medium Hair Mix,Brown Tabby
A535492,Bella,04/05/2018 05:27:00 PM,Apr 2018,12/13/2008,Adoption,,Cat,Spayed Female,9 years,Domestic Shorthair Mix,Brown Tabby
A804682,,10/25/2019 04:50:00 PM,Oct 2019,08/21/2019,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Cream Tabby
A844669,Starsky,10/23/2021 02:04:00 PM,Oct 2021,07/12/2021,Adoption,,Cat,Intact Female,3 months,Domestic Medium Hair Mix,Calico
A754404,Garfield,08/19/2017 01:42:00 PM,Aug 2017,07/20/2015,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Orange Tabby
A707056,*Sandy,07/19/2015 06:35:00 PM,Jul 2015,07/07/2014,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Torbie
A800466,*Cupcake,08/17/2019 03:54:00 PM,Aug 2019,04/06/2019,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Brown Tabby
A813357,,02/15/2020 08:45:00 PM,Feb 2020,02/08/2019,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair,Blue/White
A682417,Paw,02/22/2015 12:36:00 PM,Feb 2015,04/21/2014,Adoption,,Cat,Neutered Male,10 months,Domestic Shorthair,Brown Tabby
A730171,,07/02/2016 06:32:00 PM,Jul 2016,04/14/2016,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Gray Tabby/White
A742711,,01/30/2017 05:15:00 PM,Jan 2017,01/26/2016,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Black
A661545,*Baby,10/06/2013 02:26:00 PM,Oct 2013,08/21/2010,Adoption,,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Brown Tabby/White
A767442,Lady Jasmine,03/31/2018 05:26:00 PM,Mar 2018,03/01/2016,Adoption,Foster,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Seal Point
A706777,,07/21/2015 06:03:00 PM,Jul 2015,05/08/2015,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White
A719658,*Charlotte,03/22/2016 11:10:00 AM,Mar 2016,12/16/2015,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Torbie
A835421,Hoss,08/07/2021 10:38:00 AM,Aug 2021,04/20/2021,Adoption,Foster,Cat,Intact Male,3 months,Domestic Medium Hair,Black Tabby
A682415,,07/12/2014 02:01:00 PM,Jul 2014,04/21/2014,Adoption,,Cat,Neutered Male,2 months,Domestic Longhair Mix,Black
A759299,Effect,11/25/2017 03:59:00 PM,Nov 2017,09/30/2014,Adoption,,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Orange Tabby
A726069,*Angel,07/05/2016 03:02:00 PM,Jul 2016,04/25/2016,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,White/Gray
A780875,Dutchess,10/16/2018 01:42:00 PM,Oct 2018,09/21/2010,Adoption,,Cat,Spayed Female,8 years,Domestic Shorthair Mix,Tortie
A685762,*Elliot,09/01/2014 03:51:00 PM,Sep 2014,08/12/2011,Adoption,,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Black
A703184,Link,07/09/2015 05:44:00 PM,Jul 2015,05/08/2015,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
A687073,Claudio,09/12/2014 05:18:00 PM,Sep 2014,07/08/2014,Adoption,,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Blue
A805605,Tilly,10/21/2019 03:59:00 PM,Oct 2019,03/29/2019,Adoption,,Cat,Intact Female,6 months,Siamese,Lynx Point
A764748,*Koko,02/05/2018 04:40:00 PM,Feb 2018,11/20/2017,Adoption,Foster,Cat,Neutered Male,2 months,Snowshoe Mix,Lynx Point/White
A793982,*Ziti,05/26/2019 05:16:00 PM,May 2019,03/27/2019,Adoption,Foster,Cat,Spayed Female,1 month,Siamese Mix,Tortie Point
A805413,*Emma,01/07/2020 04:06:00 PM,Jan 2020,08/21/2019,Adoption,Foster,Cat,Spayed Female,4 months,Domestic Shorthair,Brown Tabby/White
A760379,*Skully,12/16/2017 02:43:00 PM,Dec 2017,09/08/2017,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black/White
A729832,*Posey,08/21/2016 12:53:00 PM,Aug 2016,04/17/2016,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Brown Tabby
A632357,Mischa,07/09/2016 11:32:00 AM,Jul 2016,03/15/2012,Adoption,,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Calico
A792331,*Slate,05/25/2019 04:37:00 PM,May 2019,03/28/2019,Adoption,Foster,Cat,Spayed Female,1 month,Domestic Shorthair Mix,Blue
A746273,Khan,04/01/2017 05:45:00 PM,Apr 2017,01/15/2017,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White
A792555,Zeni,06/09/2019 12:26:00 PM,Jun 2019,04/10/2019,Adoption,,Cat,Intact Male,1 month,Domestic Medium Hair Mix,Orange Tabby/White
A685242,,08/15/2014 12:54:00 PM,Aug 2014,04/04/2014,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Tortie
A879339,,06/23/2023 01:03:00 PM,Jun 2023,03/28/2023,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby
A760250,*Dexter,12/29/2017 06:14:00 PM,Dec 2017,10/15/2009,Adoption,,Cat,Neutered Male,8 years,Domestic Shorthair Mix,Orange Tabby
A701948,*Samantha,05/31/2015 05:12:00 PM,May 2015,03/13/2015,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
A809993,Axel Rose,03/29/2020 06:08:00 AM,Mar 2020,12/03/2019,Adoption,Foster,Cat,Intact Male,3 months,Domestic Shorthair,Black
A759756,,10/16/2017 07:23:00 PM,Oct 2017,08/07/2017,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black Tabby
A781377,*Jason,11/07/2018 10:38:00 AM,Nov 2018,07/28/2018,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby
A640613,Ginger,09/19/2014 06:20:00 PM,Sep 2014,04/27/2012,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Orange Tabby
A796127,*Leche,08/09/2019 03:27:00 PM,Aug 2019,05/07/2019,Adoption,Foster,Cat,Spayed Female,3 months,Siamese,Flame Point
A845156,Biz,10/30/2021 05:14:00 PM,Oct 2021,07/26/2021,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Blue
A735443,*Quinnie,11/22/2016 04:00:00 PM,Nov 2016,11/23/2015,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair,Brown Tabby
A758798,Biscuit,09/30/2017 06:11:00 PM,Sep 2017,07/22/2017,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A779480,*Nelly,09/08/2018 03:07:00 PM,Sep 2018,05/17/2018,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Torbie
A680378,,08/30/2014 06:15:00 PM,Aug 2014,05/11/2014,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Medium Hair Mix,Calico
A879342,,06/18/2023 05:37:00 PM,Jun 2023,03/28/2023,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Black
A802430,,08/22/2019 04:56:00 PM,Aug 2019,06/02/2019,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Black
A703426,*Leo,07/19/2015 03:45:00 PM,Jul 2015,04/24/2015,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A801561,Toby,09/02/2019 05:22:00 PM,Sep 2019,04/09/2019,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair,Black/White
A714071,*Earth,12/16/2015 11:28:00 AM,Dec 2015,09/17/2015,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico/White
A767989,,04/04/2018 07:58:00 AM,Apr 2018,02/03/2018,Adoption,Foster,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Brown Tabby
A864604,*Arlo,09/12/2022 05:33:00 PM,Sep 2022,05/29/2022,Adoption,,Cat,Neutered Male,3 months,Domestic Medium Hair,Blue/White
A791524,*Lannister,06/30/2019 12:00:00 AM,Jun 2019,03/19/2019,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby
A678271,,07/13/2014 05:19:00 PM,Jul 2014,04/06/2014,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Tortie
A793846,,05/05/2019 04:35:00 PM,May 2019,12/30/2018,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Blue
A779032,*Olive,02/06/2019 03:03:00 PM,Feb 2019,07/24/2018,Adoption,Foster,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Tortie
A703600,*Tanner,06/26/2015 07:29:00 PM,Jun 2015,04/27/2015,Adoption,Foster,Cat,Neutered Male,1 month,Domestic Medium Hair Mix,Brown Tabby
A661919,*Micro,11/13/2013 10:37:00 AM,Nov 2013,07/20/2013,Adoption,Offsite,Cat,Neutered Male,3 months,Siamese Mix,Lynx Point
A730679,*High Noon Harry,06/25/2023 02:47:00 PM,Jun 2023,07/08/2014,Adoption,,Cat,Neutered Male,8 years,Domestic Shorthair Mix,Orange Tabby
A879340,,06/25/2023 02:35:00 PM,Jun 2023,03/28/2023,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Black
A796260,*Perch,07/03/2019 07:42:00 AM,Jul 2019,04/18/2019,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Black
A889007,Clementine,09/20/2023 05:18:00 PM,Sep 2023,09/15/2021,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Brown Tabby
A736972,,11/25/2016 05:33:00 PM,Nov 2016,09/27/2016,Adoption,,Cat,Spayed Female,1 month,Domestic Shorthair Mix,Orange Tabby
A804633,Caspian,09/25/2019 06:16:00 PM,Sep 2019,07/29/2019,Adoption,,Cat,Intact Female,1 month,Domestic Shorthair,White/Orange
