Name,Type,Breed,Color,Sex,Size,Date Of Birth,Impound Number,Kennel Number,Animal ID,Intake Date,Outcome Date,Days in Shelter,Intake Type,Intake Subtype,Outcome Type,Outcome Subtype,Intake Condition,Outcome Condition,Intake Jurisdiction,Outcome Jurisdiction,Outcome Zip Code,Location,Count
,CAT,DOMESTIC LH,ORANGE/WHITE,Spayed,SMALL,05/18/2004,K17-023516,SMM,A352753,05/16/2017,05/24/2017,8,STRAY,FIELD,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,OUT OF COUNTY,97537,"97537(42.43808, -123.1651)",1
PIXIE,CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,12/01/2017,K18-027132,LOBBY,A367864,01/31/2018,02/03/2018,3,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95409,"95409(38.46382, -122.67058)",1
*MAX,CAT,DOMESTIC MH,GRAY,Neutered,KITTN,02/23/2019,K19-032165,CA03,A386845,05/10/2019,05/18/2019,8,STRAY,OVER THE COUNTER,ADOPTION,REFERRAL-O,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.44511, -122.708)",1
*CHARLOTTE,CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,03/23/2020,K20-036054,WESTFARM,A398099,06/23/2020,07/21/2020,28,CONFISCATE,FLD_EVICT,ADOPTION,WESTFARM,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.44511, -122.708)",1
BUSTER,CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,07/17/2013,K15-012465,CS04,A315888,01/17/2015,01/31/2015,14,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.4127094, -122.7412153)",1
CAMMIE,CAT,DOMESTIC SH,GRAY TABBY/WHITE,Spayed,KITTN,02/16/2017,K17-024833,CA02,A356744,08/12/2017,08/23/2017,11,STRAY,COMM CAT,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,*WINDSOR,95492,"95492(38.541355, -122.80026)",1
*YOLA,CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,KITTN,06/01/2020,K20-036195,CI01,A398880,07/13/2020,08/28/2020,46,STRAY,FIELD,ADOPTION,REFERRAL-F,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,*HEALDSBURG,95448,"95448(38.613965, -122.869825)",1
*JOE,CAT,DOMESTIC SH,BLACK,Neutered,KITTN,05/01/2023,K23-044858,LOBBY,A417862,05/27/2023,07/22/2023,56,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401,"95401(38.44366000000008, -122.72461629999998)",1
*KYLE,CAT,DOMESTIC SH,BLACK,Neutered,SMALL,04/14/2017,K17-023936,LOBBY,A354012,06/14/2017,06/20/2017,6,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,COUNTY,95403,"95403(38.47164440000006, -122.7398255)",1
*LOUIS,CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,03/30/2016,K16-018645,LOBBY,A336398,04/28/2016,06/10/2016,43,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,INTERNET,TREATABLE/REHAB,HEALTHY,COUNTY,COUNTY,95401,"95401(38.44366000000008, -122.72461629999998)",1
STORMY,CAT,DOMESTIC LH,TORTIE,Spayed,SMALL,12/27/2012,K17-026667,CA02,A365510,12/14/2017,01/19/2018,36,STRAY,OVER THE COUNTER,ADOPTION,FB SCAS,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,COUNTY,95430,"95430(38.4529324, -123.0535973)",1
*SADIE,CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,KITTN,09/15/2014,K14-011262,LOBBY,A312743,10/15/2014,11/22/2014,38,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,COUNTY,SANTA ROSA,95405,"95405(38.443415, -122.69178)",1
DOMINO,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,10/27/2020,K21-037855,CA03,A402288,02/09/2021,02/11/2021,2,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95492,"95492(38.541355, -122.80026)",1
*CHECKERS,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,SMALL,02/14/2021,K23-043858,CA02,A415579,02/14/2023,03/17/2023,31,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,95618,"95618(38.55721, -121.712845)",1
*BOB,CAT,DOMESTIC SH,ORG TABBY,Neutered,KITTN,06/01/2018,K18-029485,LOBBY,A375390,08/15/2018,08/18/2018,3,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95403,"95403(38.47164440000006, -122.7398255)",1
*SUNDANCE,CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,03/29/2016,K16-018844,WESTFARM,A337046,05/13/2016,06/23/2016,41,TRANSFER,MUN_SHELT,ADOPTION,WESTFARM,HEALTHY,HEALTHY,OUT OF COUNTY,COUNTY,94923,"94923(38.35046, -123.065245)",1
*MIKEY,CAT,DOMESTIC SH,BLACK,Neutered,KITTN,05/02/2015,K15-014711,49ERPET,A323919,07/02/2015,07/07/2015,5,STRAY,OVER THE COUNTER,ADOPTION,49ER PET,HEALTHY,HEALTHY,*WINDSOR,*ROHNERT PARK,94928,"94928(38.349330000000066, -122.69227999999998)",1
*FINN,CAT,DOMESTIC SH,ORG TABBY/WHITE,Neutered,SMALL,05/06/2022,K22-041864,LOBBY,A412314,07/06/2022,07/30/2022,24,CONFISCATE,FLD_EVICT,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409(38.46382, -122.67058)",1
YOYO,CAT,DOMESTIC SH,ORANGE,Neutered,SMALL,07/18/2004,K14-009866,CS04,A309184,07/18/2014,11/07/2014,112,TRANSFER,PRIV_SHELT,ADOPTION,WALKIN,HEALTHY,HEALTHY,OUT OF COUNTY,SANTA ROSA,95405,"95405(38.443415, -122.69178)",1
*EMMA,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,08/01/2022,K22-042704,LOBBY,A413510,10/01/2022,12/13/2022,73,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95403,"95403(38.47164440000006, -122.7398255)",1
INKY ASH,CAT,DOMESTIC MH,BLACK,Neutered,SMALL,12/11/2012,K17-026419,CA02,A364872,11/22/2017,12/15/2017,23,CONFISCATE,FLD_EVICT,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,*WINDSOR,95492,"95492(38.541355, -122.80026)",1
*LUNA,CAT,DOMESTIC SH,CALICO,Spayed,SMALL,07/09/2014,K14-011168,CA02,A312590,10/09/2014,10/18/2014,9,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,14513,"14513(43.045795, -77.093565)",1
*LIZZIE,CAT,DOMESTIC MH,GRAY TABBY,Spayed,KITTN,05/04/2021,K21-038716,LOBBY,A405200,06/04/2021,07/15/2021,41,STRAY,PHONE,ADOPTION,SCAS WEB,UNKNOWN,HEALTHY,COUNTY,COUNTY,95403,"95403(38.47164440000006, -122.7398255)",1
GRACIE,CAT,DOMESTIC MH,WHITE/GRAY,Spayed,SMALL,12/13/2011,K16-021552,CA02,A344981,11/12/2016,11/26/2016,14,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,*WINDSOR,SANTA ROSA,95403,"95403(38.47164440000006, -122.7398255)",1
*GRETCHEN,CAT,SIAMESE,LYNX PT,Spayed,KITTN,04/02/2017,K17-023739,LOBBY,A353489,06/02/2017,06/07/2017,5,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95405,"95405(38.443415, -122.69178)",1
*CARLY,CAT,DOMESTIC SH,TORTIE,Spayed,KITTN,08/13/2014,K14-010626,LOBBY,A311181,09/04/2014,10/23/2014,49,STRAY,COMM CAT,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95472,"95472(38.4007555, -122.8277055)",1
*BUBBA,CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,09/12/2011,K15-015934,CS05,A326924,09/12/2015,10/15/2015,33,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95472,"95472(38.4007555, -122.8277055)",1
*MINNIE,CAT,DOMESTIC SH,GRAY,Spayed,SMALL,06/04/2021,K21-040244,CA03,A408130,12/06/2021,01/07/2022,32,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.4127094, -122.7412153)",1
MOOSE,CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,08/21/2017,K20-036537,WESTFARM,A400071,08/21/2020,09/25/2020,35,OWNER SURRENDER,OVER THE COUNTER_OS,ADOPTION,WESTFARM,UNKNOWN,PENDING,SANTA ROSA,COUNTY,95401,"95401(38.44366000000008, -122.72461629999998)",1
*PAMMY,CAT,DOMESTIC SH,TORTIE,Spayed,SMALL,08/03/2014,K16-018982,WESTFARM,A337581,05/25/2016,08/13/2016,80,CONFISCATE,FLD_ARREST,ADOPTION,WESTFARM,TREATABLE/REHAB,HEALTHY,COUNTY,COUNTY,95404,"95404(38.44511, -122.708)",1
*CINNAMON TOAST,CAT,DOMESTIC SH,ORG TABBY,Spayed,SMALL,03/30/2022,K23-044063,CA02,A416113,03/11/2023,04/06/2023,26,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95407,"95407(38.4127094, -122.7412153)",1
*AUSTIN,CAT,DOMESTIC SH,WHITE/BRN TABBY,Neutered,KITTN,08/13/2021,K21-039923,CA03,A407231,10/15/2021,11/06/2021,22,STRAY,OVER THE COUNTER,ADOPTION,FINDER,HEALTHY,HEALTHY,COUNTY,COUNTY,95472,"95472(38.4007555, -122.8277055)",1
*SONNY,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,08/13/2014,K14-010627,LOBBY,A311182,09/04/2014,10/25/2014,51,STRAY,COMM CAT,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95403,"95403(38.47164440000006, -122.7398255)",1
*WILLY,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,SMALL,05/04/2017,K17-024672,LOBBY,A356397,08/02/2017,08/19/2017,17,STRAY,FIELD,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,*WINDSOR,95492,"95492(38.541355, -122.80026)",1
*POPCORN,CAT,DOMESTIC SH,GRAY TABBY/WHITE,Spayed,KITTN,06/01/2014,K14-009998,CA02,A309463,07/26/2014,08/23/2014,28,STRAY,COMM CAT,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95401,"95401(38.44366000000008, -122.72461629999998)",1
*TUESDAY,CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,03/27/2019,K19-032769,LOBBY,A389074,06/27/2019,07/25/2019,28,STRAY,OVER THE COUNTER,ADOPTION,FB SCAS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.47164440000006, -122.7398255)",1
PHOEBE,CAT,DOMESTIC SH,CALICO/WHITE,Spayed,KITTN,04/30/2014,K14-009056,LOBBY,A307404,05/30/2014,07/08/2014,39,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,COUNTY,COUNTY,95403,"95403(38.47164440000006, -122.7398255)",1
*LUKE,CAT,DOMESTIC SH,BLACK,Neutered,KITTN,02/03/2018,K18-027864,LOBBY,A370911,04/17/2018,04/21/2018,4,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,REFERRAL-O,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95446,"95446(38.503755, -122.993485)",1
HOWARD,CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,04/16/2018,K18-028233,LOBBY,A372497,05/12/2018,06/26/2018,45,STRAY,OVER THE COUNTER,ADOPTION,VOLUNTEER,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.47164440000006, -122.7398255)",1
*SANDRA,CAT,DOMESTIC SH,BLACK,Spayed,SMALL,06/02/2017,K17-024651,LOBBY,A356363,08/01/2017,08/19/2017,18,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.44511, -122.708)",1
*IVY,CAT,DOMESTIC SH,CALICO,Spayed,SMALL,03/14/2016,K18-027554,CS05,A369397,03/14/2018,05/15/2018,62,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.47164440000006, -122.7398255)",1
SCOUT,CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,03/11/2012,K15-013119,CS04,A317862,03/11/2015,03/31/2015,20,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95404,"95404(38.44511, -122.708)",1
BELLA,CAT,DOMESTIC SH,BLK TABBY/GRAY,Spayed,KITTN,07/01/2014,K14-011089,CA02,A312407,10/02/2014,10/31/2014,29,TRANSFER,MUN_SHELT,ADOPTION,WALKIN,HEALTHY,HEALTHY,OUT OF COUNTY,COUNTY,95407,"95407(38.4127094, -122.7412153)",1
*DOUGAL,CAT,DOMESTIC MH,BRN TABBY,Neutered,SMALL,05/29/2015,K15-015239,LOBBY,A324884,08/04/2015,08/13/2015,9,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95409,"95409(38.46382, -122.67058)",1
*DAVID,CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,10/07/2017,K17-026384,LOBBY,A364793,11/18/2017,12/06/2017,18,STRAY,OVER THE COUNTER,ADOPTION,FB SCAS,UNKNOWN,HEALTHY,*WINDSOR,OUT OF COUNTY,76354,"76354(34.0954227, -98.5747218)",1
ATLAS STAR,CAT,SIAMESE,FLAME PT,Neutered,KITTN,06/28/2017,K17-024905,LOBBY,A357032,08/17/2017,09/28/2017,42,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.44366000000008, -122.72461629999998)",1
LEO,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,08/05/2014,K14-011526,49ERPET,A313186,10/29/2014,11/25/2014,27,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,49ER PET,HEALTHY,HEALTHY,COUNTY,*ROHNERT PARK,94928,"94928(38.349330000000066, -122.69227999999998)",1
*CROSBY,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,04/21/2016,K16-019424,LOBBY,A338739,06/25/2016,08/02/2016,38,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95492,"95492(38.541355, -122.80026)",1
*KRISSY,CAT,SIAMESE,LYNX PT,Spayed,SMALL,10/29/2013,K15-016745,WESTFARM,A328707,11/10/2015,11/15/2015,5,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.47164440000006, -122.7398255)",1
*JAMES,CAT,DOMESTIC LH,BRN TABBY,Neutered,SMALL,08/11/2014,K17-024801,CA02,A356693,08/11/2017,08/22/2017,11,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,*WINDSOR,95492,"95492(38.541355, -122.80026)",1
MAKITA,CAT,DOMESTIC MH,GRAY TABBY,Spayed,SMALL,05/24/2004,K17-023618,CA02,A353227,05/24/2017,06/10/2017,17,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95439,"95439(38.4901851, -122.7701347)",1
MAGIC STAR,CAT,DOMESTIC SH,BLACK,Spayed,SMALL,07/01/2004,K15-015749,CS04,A326537,09/01/2015,09/11/2015,10,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,81252,"81252(38.1332556, -105.44634)",1
GRACE,CAT,DOMESTIC SH,GRAY,Spayed,SMALL,07/27/2012,K21-038620,CA02,A405035,05/26/2021,11/20/2021,178,CONFISCATE,FLD_ARREST,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,94901,"94901(37.970234600000026, -122.5260879)",1
*ARLET,CAT,DOMESTIC SH,BLACK,Spayed,KITTN,02/14/2014,K14-008847,LOBBY,A306668,05/14/2014,05/22/2014,8,STRAY,COMM CAT,ADOPTION,REFERRAL,HEALTHY,HEALTHY,SANTA ROSA,*WINDSOR,95492,"95492(38.541355, -122.80026)",1
LORI,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,09/15/2016,K16-021319,LOBBY,A344461,10/26/2016,12/01/2016,36,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.44366000000008, -122.72461629999998)",1
*MATTHEW,CAT,DOMESTIC SH,BLACK,Neutered,KITTN,07/03/2018,K18-029530,LOBBY,A375453,08/18/2018,09/18/2018,31,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,COUNTY,95448,"95448(38.613965, -122.869825)",1
*TORTILLA,CAT,DOMESTIC LH,BRN TABBY,Neutered,KITTN,05/10/2014,K14-009221,LOBBY,A307825,06/10/2014,07/15/2014,35,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,COUNTY,*PETALUMA,94952,"94952(38.237, -122.640695)",1
HADES,CAT,DOMESTIC SH,BLACK,Neutered,KITTN,08/20/2014,K14-010759,CA02,A311507,09/11/2014,11/18/2014,68,STRAY,COMM CAT,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.44511, -122.708)",1
DARLENE,CAT,DOMESTIC SH,CALICO/WHITE,Spayed,KITTN,09/05/2014,K14-011486,SMM,A313127,10/27/2014,11/18/2014,22,TRANSFER,VET_HOSP,ADOPTION,REFERRAL,HEALTHY,HEALTHY,COUNTY,COUNTY,95404,"95404(38.44511, -122.708)",1
RIBBON,CAT,DOMESTIC SH,BLACK,Spayed,KITTN,04/16/2019,K19-032415,LOBBY,A387928,06/01/2019,07/25/2019,54,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,TREATABLE/REHAB,HEALTHY,*WINDSOR,COUNTY,95472,"95472(38.4007555, -122.8277055)",1
*ALICE,CAT,DOMESTIC MH,GRAY,Spayed,KITTN,03/21/2018,K18-028468,LOBBY,A373125,05/30/2018,06/07/2018,8,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,*CLOVERDALE,95425,"95425(38.79895, -123.01762)",1
ANNIE,CAT,DOMESTIC SH,ORG TABBY/WHITE,Spayed,KITTN,05/07/2015,K15-014350,LOBBY,A322738,06/06/2015,07/31/2015,55,STRAY,COMM CAT,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95405,"95405(38.443415, -122.69178)",1
*CASS,CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,04/27/2022,K23-044497,CA02,A417029,04/27/2023,05/17/2023,20,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.44366000000008, -122.72461629999998)",1
*ALEX,CAT,DOMESTIC SH,BLACK,Neutered,KITTN,04/19/2021,K21-038706,WESTFARM,A405189,06/04/2021,07/09/2021,35,STRAY,PHONE,ADOPTION,WESTFARM,UNKNOWN,PENDING,COUNTY,COUNTY,95407,"95407(38.4127094, -122.7412153)",1
*KELSEY,CAT,DOMESTIC SH,GRAY/WHITE,Spayed,KITTN,10/20/2019,K20-035419,LOBBY,A396306,02/20/2020,02/28/2020,8,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95448,"95448(38.613965, -122.869825)",1
*BOBCAT,CAT,DOMESTIC SH,ORG TABBY/WHITE,Neutered,SMALL,07/15/2015,K16-017485,LOBBY,A331958,01/15/2016,02/11/2016,27,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95403,"95403(38.47164440000006, -122.7398255)",1
WHITE SOX,CAT,DOMESTIC SH,WHITE/BLACK,Spayed,KITTN,03/11/2018,K18-027817,LOBBY,A370777,04/11/2018,05/19/2018,38,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,*CLOVERDALE,95425,"95425(38.79895, -123.01762)",1
BONNIE,CAT,MANX/MIX,LYNX PT,Spayed,KITTN,06/30/2016,K16-020041,LOBBY,A340246,07/30/2016,09/09/2016,41,STRAY,COMM CAT,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,COUNTY,SANTA ROSA,95405,"95405(38.443415, -122.69178)",1
*SCOTTIE,CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,09/23/2013,K14-007375,LOBBY,A301644,01/16/2014,01/25/2014,9,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95409,"95409(38.46382, -122.67058)",1
REGGIE,CAT,DOMESTIC LH,GRAY/WHITE,Neutered,KITTN,04/08/2015,K15-013870,LOBBY,A321454,05/08/2015,06/03/2015,26,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95472,"95472(38.4007555, -122.8277055)",1
MALIBU,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,05/13/2011,K14-008828,CS05,A306617,05/13/2014,05/30/2014,17,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.44511, -122.708)",1
*MALCOLM,CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,,K22-043221,CA02,A414270,11/29/2022,03/23/2023,114,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95448,"95448(38.613965, -122.869825)",1
*TASHA,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,02/07/2016,K17-022478,CA02,A348046,02/07/2017,02/17/2017,10,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.44366000000008, -122.72461629999998)",1
PACO,CAT,DOMESTIC SH,BLACK,Neutered,SMALL,06/20/2015,K16-017983,CS04,A333820,03/04/2016,03/10/2016,6,TRANSFER,MUN_SHELT,ADOPTION,INTERNET,HEALTHY,HEALTHY,OUT OF COUNTY,*CLOVERDALE,95425,"95425(38.79895, -123.01762)",1
*JAMES,CAT,DOMESTIC MH,BRN TABBY,Neutered,SMALL,05/29/2015,K15-015240,LOBBY,A324885,08/04/2015,08/13/2015,9,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95409,"95409(38.46382, -122.67058)",1
*CHARLOTTE,CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,03/13/2019,K19-032972,LOBBY,A389429,07/13/2019,07/30/2019,17,STRAY,COMM CAT,ADOPTION,REFERRAL-O,HEALTHY,HEALTHY,COUNTY,*WINDSOR,95492,"95492(38.541355, -122.80026)",1
BUNNY,CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,02/02/2012,K15-012470,CS05,A315894,01/17/2015,02/07/2015,21,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409(38.46382, -122.67058)",1
PATINA,CAT,DOMESTIC SH,CALICO,Spayed,SMALL,06/14/2017,K18-030726,CA02,A380851,11/27/2018,12/19/2018,22,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,*CLOVERDALE,95425,"95425(38.79895, -123.01762)",1
*KARL,CAT,DOMESTIC SH,GRAY TABBY,Neutered,KITTN,04/16/2018,K18-028659,LOBBY,A373171,06/15/2018,06/22/2018,7,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SPEC EVENT,HEALTHY,HEALTHY,COUNTY,*PETALUMA,94954,"94954(38.263265, -122.641035)",1
STEVIE WONDER,CAT,DOMESTIC SH,BLACK,Spayed,KITTN,08/21/2018,K18-030595,LOBBY,A379665,11/10/2018,11/24/2018,14,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,UNKNOWN,HEALTHY,COUNTY,SANTA ROSA,95401,"95401(38.44366000000008, -122.72461629999998)",1
*SILVIA,CAT,DOMESTIC SH,GRAY,Spayed,KITTN,05/11/2018,K18-029839,WESTFARM,A375959,09/11/2018,09/22/2018,11,STRAY,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,SANTA ROSA,*WINDSOR,95492,"95492(38.541355, -122.80026)",1
*TRE,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,SMALL,05/09/2015,K16-018769,CS05,A336715,05/09/2016,07/23/2016,75,STRAY,FIELD,ADOPTION,SPEC EVENT,HEALTHY,HEALTHY,COUNTY,COUNTY,95403,"95403(38.47164440000006, -122.7398255)",1
SAVANNA,CAT,SIAMESE,CHOC PT,Spayed,KITTN,03/08/2019,K19-033031,CA02,A389559,07/19/2019,07/30/2019,11,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*WINDSOR,95492,"95492(38.541355, -122.80026)",1
*LEONARD,CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,07/01/2016,K16-020746,CS04,A342355,09/14/2016,09/20/2016,6,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.44511, -122.708)",1
*BART,CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,07/25/2020,K20-037418,WESTFARM,A401550,11/25/2020,12/09/2020,14,STRAY,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,COUNTY,COUNTY,95476,"95476(38.288405, -122.464525)",1
*MARIANNE,CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,05/10/2017,K17-023466,LOBBY,A352615,05/11/2017,08/01/2017,82,STRAY,BORN_HERE,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,COUNTY,COUNTY,94954,"94954(38.263265, -122.641035)",1
