Animal ID,Animal Name,Animal Type,Primary Color,Secondary Color,Sex,DOB,Age,Intake Date,Intake Condition,Intake Type,Intake Subtype,Reason for Intake,Outcome Date,Crossing,Jurisdiction,Outcome Type,Outcome Subtype,intake_is_dead,outcome_is_dead,was_outcome_alive
A593397,LILY,CAT,CHOC PT,,Spayed,2017-04-25,6.0,2017-07-12,ILL SEVERE,STRAY,FIELD,,2017-07-13,"CHERRY AVE / ARTESIA BLVD, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,GOOD SAM,Alive on Intake,FALSE,1
A593893,*LINDA,CAT,BLACK,,Spayed,2017-05-27,6.0,2017-07-20,NORMAL,STRAY,OTC,,2017-08-11,"800 BLK E VIA WANDA, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A593910,MAMA,CAT,GRAY TABBY,,Spayed,2014-07-20,9.0,2017-07-20,NORMAL,OWNER SURRENDER,OTC,OWNER PROB,2017-08-12,"2100 W 17TH ST, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A594674,THOMAS,CAT,SEAL PT,,Neutered,2017-06-02,6.0,2017-08-02,FERAL,STRAY,OTC,,2017-08-27,"300 BLK E EAGLE ST, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A594766,*BONKERS,CAT,ORG TABBY,WHITE,Male,2017-05-04,6.0,2017-08-04,NORMAL,STRAY,OTC,,2017-08-13,"1000 BLK E 7TH ST, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A594795,PHISHY,CAT,BLACK,WHITE,Spayed,2017-05-04,6.0,2017-08-04,NORMAL,STRAY,OTC,,2017-08-24,"4200 CHARLEMANGE AVE, LONG BEACH, CA 90808",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A594880,*NERMAL,CAT,GRAY,WHITE,Female,2014-08-06,9.0,2017-08-06,NORMAL,STRAY,OTC,,2018-07-03,"3000 BLK E RANSOM ST, LONG BEACH, CA 90804",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A594976,*JENKINS,CAT,BLACK,WHITE,Male,2017-05-09,6.0,2017-08-09,NORMAL,STRAY,OTC,,2017-08-22,"300 BLK W 7TH ST, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A595238,*AVATAR,CAT,GRAY TABBY,WHITE,Spayed,2015-08-15,8.0,2017-08-12,NORMAL,STRAY,OTC,,2018-04-17,"1300 BLK LEMON AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A595294,,CAT,GRAY TABBY,,Male,2017-04-28,6.0,2017-08-13,NORMAL,STRAY,OTC,,2017-08-22,"1500 BLK MAGNOLIA AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A595308,*CLARA,CAT,BLUE PT,,Female,2014-08-13,9.0,2017-08-13,NORMAL,STRAY,OTC,,2017-08-25,"13000 ROSE ST, CERRITOS, CA 90703",CERRITOS,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A595772,,CAT,GRAY,,Neutered,2017-06-22,6.0,2017-08-22,FERAL,STRAY,FIELD,,2017-09-27,"E DEL AMO BLVD / CHERRY AVE, LONG BEACH, CA 90807",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A596061,,CAT,GRAY,,Male,2017-06-30,6.0,2017-08-26,UNDER AGE/WEIGHT,STRAY,OTC,,2017-08-31,"1ST ST / EUCLID AVE, LONG BEACH, CA 90803",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A596230,*MARIUS,CAT,ORG TABBY,,Male,2017-06-30,6.0,2017-08-30,NORMAL,STRAY,OTC,,2017-09-07,"3900 WALNUT AVE, LONG BEACH, CA 90807",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A596864,*LIL ONE,CAT,CALICO DIL,,Female,2017-08-27,6.0,2017-09-10,UNDER AGE/WEIGHT,STRAY,OTC,,2017-11-16,"1000 BLK E 72ND ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A596876,*HERBIE,CAT,BLACK,,Male,2017-05-26,6.0,2017-09-10,NORMAL,STRAY,OTC,,2017-10-29,"3000 LOMA AVE, LONG BEACH, CA 90804",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A597074,*PAWLETTE,CAT,BRN TABBY,,Spayed,2014-09-14,9.0,2017-09-14,NORMAL,STRAY,OTC,,2018-02-07,"3600 BLK E 1ST ST, LONG BEACH, CA 90803",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A597105,*CORNCOB,CAT,YELLOW,,Neutered,2017-06-15,6.0,2017-09-15,FERAL,STRAY,OTC,,2017-10-13,"37TH ST / FALCON AVE, LONG BEACH, CA 90807",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A597196,*GRAPE,CAT,BRN TABBY,WHITE,Male,2017-08-01,6.0,2017-09-16,UNDER AGE/WEIGHT,STRAY,OTC,,2017-10-20,"1700 BLK CERRITOS AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A597198,*BUTCH,CAT,BROWN,WHITE,Neutered,2017-08-01,6.0,2017-09-16,UNDER AGE/WEIGHT,STRAY,OTC,,2018-02-06,"1700 BLK CERRITOS AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,REPEAT ADT,Alive on Intake,FALSE,1
A597276,*MELVIN,CAT,BRN TABBY,,Neutered,2013-09-17,10.0,2017-09-17,NORMAL,STRAY,OTC,,2017-10-14,"7000 BLK LIME AVE, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,SPEC EVT,Alive on Intake,FALSE,1
A597439,*RALPH,CAT,SEAL PT,,Male,2017-08-14,6.0,2017-09-20,NORMAL,STRAY,OTC,,2017-10-20,"700 GARDENIA AVE, LONG BEACH, CA  90813",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A597473,SID,CAT,BLACK,WHITE,Neutered,2009-09-21,14.0,2017-09-21,NORMAL,OWNER SURRENDER,OTC,OWNER PROB,2018-02-07,"3000 BLK JOSIE AVE, LONG BEACH, CA 90808",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A598249,*CHILI,CAT,CRM TABBY,WHITE,Neutered,2017-06-05,6.0,2017-10-05,NORMAL,STRAY,OTC,,2018-01-25,"4200 N BELLFLOWER BLVD, LONG BEACH, CA 90808",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A598430,*BRICE,CAT,ORG TABBY,WHITE,Neutered,2017-07-08,6.0,2017-10-08,NORMAL,STRAY,OTC,,2018-01-12,"300 BLK E COOLIDGE ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A598436,*SNEAKERS,CAT,BRN TABBY,,Neutered,2017-07-08,6.0,2017-10-08,NORMAL,STRAY,OTC,,2017-10-14,"300 BLK REDONDO AVE, LONG BEACH, CA 90814",LONG BEACH,ADOPTION,SPEC EVT,Alive on Intake,FALSE,1
A598818,MARY LOU,CAT,BROWN,,Female,2012-10-15,11.0,2017-10-15,NORMAL,STRAY,OTC,,2018-04-17,"7550 E SPRING ST, LONG BEACH, CA 90815",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A598938,*PUMKIN,CAT,ORG TABBY,WHITE,Neutered,2013-10-18,10.0,2017-10-18,NORMAL,STRAY,OTC,,2018-05-19,"442 E 16TH ST, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A599185,*BUTCH,CAT,SEAL PT,,Male,2017-09-19,6.0,2017-10-24,UNDER AGE/WEIGHT,STRAY,OTC,,2018-02-23,"5100 N VIA VERANDA, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A599187,*DARLA,CAT,BLACK,WHITE,Female,2017-09-19,6.0,2017-10-24,UNDER AGE/WEIGHT,STRAY,OTC,,2018-02-23,"5100 N VIA VERANDA, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A599511,*CHEESE POOF,CAT,ORG TABBY,WHITE,Male,2015-11-01,8.0,2017-11-01,NORMAL,STRAY,OTC,,2017-11-10,"7250 CARSON BLVD, LONG BEACH, CA 90808",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A599738,FELIX,CAT,FLAME PT,,Neutered,2013-11-06,10.0,2017-11-06,NORMAL,STRAY,OTC,,2017-11-18,"300 CHESTNUT AVE, LONG BEACH, CA 90802",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A599842,YUKI,CAT,LYNX PT,WHITE,Neutered,2017-09-08,6.0,2017-11-08,NORMAL,STRAY,OTC,,2017-11-19,"900 ALAMITOS AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A600170,,CAT,GRAY TABBY,BROWN,Neutered,2011-11-16,12.0,2017-11-16,NORMAL,STRAY,OTC,,2017-11-22,"5800 BLK E BARRIOS ST, LONG BEACH, CA 90815",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A600631,*KANE,CAT,BR BRINDLE,WHITE,Neutered,2017-08-01,6.0,2017-12-01,FERAL,STRAY,OTC,,2017-12-16,"1800 GARDENIA AVE, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A600961,LEO,CAT,BRN TIGER,,Male,2014-01-03,9.0,2017-12-10,NORMAL,OWNER SURRENDER,OTC,OWNER PROB,2017-12-13,"1400 BLK W PARADE ST, LONG BEACH, CA 90810",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A601124,*POLLY,CAT,GRAY TABBY,,Spayed,2015-12-15,7.0,2017-12-15,NORMAL,STRAY,OTC,,2019-05-10,"N ALBONI PL / E OCEAN BLVD, LONG BEACH, CA 90802",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A601712,ANGEL,CAT,SEAL PT,,Spayed,2001-01-03,22.0,2018-01-03,NORMAL,OWNER SURRENDER,OTC,OWNER DIED,2018-02-10,"13200 BLK PALM PL, CERRITOS, CA 90703",CERRITOS,ADOPTION,SPEC EVT,Alive on Intake,FALSE,1
A602088,LAILA,CAT,BLACK,,Spayed,2017-03-31,6.0,2021-12-22,NORMAL,STRAY,OTC,,2022-01-02,"13700 BLK ANNANDALE DR, SEAL BEACH, CA 90740",SEAL BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A602376,SILVESTER,CAT,BLACK,WHITE,Neutered,2014-01-13,9.0,2018-01-13,NORMAL,OWNER SURRENDER,OTC,NO HOME,2018-02-10,"2200 BLK CEDAR AVE, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A602432,*RAVIOLI,CAT,ORG TABBY,WHITE,Male,2017-10-13,6.0,2018-01-13,INJURED  SEVERE,STRAY,FIELD,,2018-01-21,"W HARCOURT ST / LONG BEACH BLVD, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A602456,*POPPET,CAT,BLACK,WHITE,Female,2017-10-14,6.0,2018-01-14,NORMAL,STRAY,FIELD,,2018-02-10,"I-405 / N STUDEBAKER RD, LONG BEACH, CA 90815",LONG BEACH,ADOPTION,SPEC EVT,Alive on Intake,FALSE,1
A602610,LILLY,CAT,WHITE,,Spayed,2017-01-17,6.0,2018-01-17,NORMAL,OWNER SURRENDER,OTC,OWNER PROB,2018-04-17,"1400 BLK XIMENO AVE, LONG BEACH, CA 90804",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A602624,,CAT,BRN TABBY,,Male,2017-10-17,6.0,2018-01-17,NORMAL,STRAY,OTC,,2018-01-23,"5800 BLK E DEBORAH ST, LONG BEACH, CA 90815",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A602831,*DAVID,CAT,BRN TABBY,,Neutered,2015-01-19,8.0,2018-01-28,NORMAL,STRAY,FIELD,,2018-02-03,"6400 BLK CALIFORNIA  AVE, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A603360,,CAT,BLACK,BLACK,Female,2017-10-02,6.0,2018-02-02,NORMAL,STRAY,OTC,,2018-02-09,"W PACIFIC COAT HWY / GOLDEN AVE, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A604532,BRODY,CAT,CALICO,WHITE,Spayed,2016-03-06,7.0,2018-03-06,NORMAL,QUARANTINE,,,2018-05-19,"2000 SAN GABRIEL AVE, LONG BEACH, CA 90810",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A604563,*SALEM,CAT,BLACK,,Neutered,2017-03-07,6.0,2018-03-07,INJURED  MILD,STRAY,FIELD,,2018-04-11,"1400 BLK WARREN AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A606499,,CAT,CALICO,,Female,2015-04-21,8.0,2018-04-21,NORMAL,STRAY,OTC,,2018-04-29,"3600 BLK COUNTRY CLUB DR, LONG BEACH, CA 90807",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A606890,*NACHO,CAT,BLACK,WHITE,Male,2018-02-22,5.0,2018-04-29,NORMAL,STRAY,OTC,,2018-06-20,"N BELLFLOWER BLVD / E SPRING ST, LONG BEACH, CA 90808",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A608026,VADER,CAT,BLACK,,Neutered,2018-03-23,5.0,2018-05-23,FRACTIOUS,STRAY,OTC,,2018-06-09,"13000 BLK BIGELOW ST, CERRITOS, CA 90703",CERRITOS,ADOPTION,REFERRAL,Alive on Intake,FALSE,1
A608056,,CAT,CRM TABBY,,Male,2018-03-23,5.0,2018-05-23,NORMAL,STRAY,OTC,,2018-05-28,"2000 BLK LIME AVE, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A608328,*PHOEBE,CAT,LYNX PT,,Spayed,2018-03-25,5.0,2018-05-25,NORMAL,STRAY,FIELD,,2018-06-10,"6600 BLK COACHELLA AVE, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,SPEC EVT,Alive on Intake,FALSE,1
A608613,*COSMO,CAT,WHITE,BLACK,Neutered,2018-05-27,5.0,2018-05-27,UNDER AGE/WEIGHT,STRAY,AT SHELTER,,2019-02-05,"7700 E SPRING ST, LONG BEACH, CA 90815",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A608617,*ALEKEI,CAT,BRN TABBY,WHITE,Neutered,2018-05-27,5.0,2018-05-27,UNDER AGE/WEIGHT,STRAY,AT SHELTER,,2019-02-05,"7700 E SPRING ST, LONG BEACH, CA 90815",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A608851,,CAT,BLACK,GRAY,Male,2018-03-16,5.0,2018-05-31,NORMAL,STRAY,FIELD,,2018-06-03,"CA91 / ATLANTIC AVE, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A609104,*CURLY,CAT,BRN TABBY,,Neutered,2018-03-03,5.0,2018-06-03,NORMAL,STRAY,OTC,,2018-08-04,"1700 W CANTON ST, LONG BEACH, CA 90810",LONG BEACH,ADOPTION,SOCIAL MED,Alive on Intake,FALSE,1
A609219,*SMOOCHES,CAT,WHITE,BLACK,Female,2018-04-06,5.0,2018-06-06,NORMAL,STRAY,FIELD,,2018-06-14,"E SHORELINE DR / SHORELINE VILLAGE DR, LONG BEACH, CA 90802",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A609362,*KALEIDOSCOPE,CAT,BLACK,,Spayed,2018-04-08,5.0,2018-06-08,NORMAL,STRAY,OTC,,2018-07-13,"200 E 10TH ST, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A609394,,CAT,BLACK,,Spayed,2018-05-04,5.0,2018-06-09,UNDER AGE/WEIGHT,STRAY,OTC,,2018-07-26,"7575 E WARDLOW RD, LONG BEACH, CA 90808",LONG BEACH,ADOPTION,REFERRAL,Alive on Intake,FALSE,1
A609619,SQUIRELL,CAT,ORANGE,WHITE,Neutered,2012-06-13,11.0,2018-06-13,NORMAL,OWNER SURRENDER,OTC,,2018-09-20,"11141 NOEL ST, LOS ALAMITOS, CA 90720",LOS ALAMITOS,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A609713,*DADDY WARBUCKS,CAT,ORG TABBY,,Neutered,2018-05-15,5.0,2018-06-15,FRACTIOUS,STRAY,FIELD,,2018-08-09,"800 VIA CARMELITOS, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A609874,*FRAZZAL,CAT,ORG TABBY,,Neutered,2017-08-18,6.0,2018-06-18,NORMAL,STRAY,TRAP,,2018-08-29,"300 BLK ORANGE AVE, LONG BEACH, CA 90802",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A609929,*DARLA,CAT,SEAL PT,,Spayed,2014-06-20,9.0,2018-06-20,NORMAL,STRAY,OTC,,2018-08-16,"WOODRUFF AVE / E WARDLOW RD, LONG BEACH, CA 90808",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A610136,,CAT,BRN TABBY,,Male,2018-02-23,5.0,2018-06-23,NORMAL,STRAY,OTC,,2018-07-01,"10600 BLK OAK ST, LOS ALAMITOS, CA 90720",LOS ALAMITOS,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A610264,*GOOSE,CAT,GRAY,,Neutered,2016-06-27,7.0,2018-06-27,NORMAL,STRAY,OTC,,2018-10-11,"400 BLK W 3RD ST, LONG BEACH, CA 90802",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A610413,,CAT,BLACK,WHITE,Spayed,2018-06-11,5.0,2018-06-29,UNDER AGE/WEIGHT,STRAY,OTC,,2019-03-10,"3100 BLK CLAREMORE AVE, LONG BEACH, CA 90808",LONG BEACH,ADOPTION,,Alive on Intake,FALSE,1
A610505,SLY COOPER,CAT,GRAY TABBY,,Neutered,2015-07-01,8.0,2018-07-01,NORMAL,OWNER SURRENDER,OTC,,2018-07-11,"4110 E BROADWAY, LONG BEACH, CA 90803",LONG BEACH,ADOPTION,GOOD SAM,Alive on Intake,FALSE,1
A611119,*SAMANTHA,CAT,BLACK,,Spayed,2017-07-15,6.0,2018-07-15,NORMAL,STRAY,OTC,,2018-08-26,"4500 BLK ORANGE AVE, LONG BEACH, CA 90807",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A611357,*SAVVY,CAT,WHITE,,Female,2018-05-05,5.0,2018-07-20,FRACTIOUS,STRAY,OTC,,2018-08-27,"1415 E PHILLIPS ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A611394,*CALI CAT,CAT,CALICO,WHITE,Spayed,2018-05-20,5.0,2018-07-20,FRACTIOUS,STRAY,OTC,,2018-08-30,"5800 BLK E 2ND ST, LONG BEACH, CA 90803",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A611684,*RAVEN,CAT,BLACK,,Spayed,2016-07-26,7.0,2022-03-25,NORMAL,OWNER SURRENDER,FIELD,OWNER PROB,2022-06-01,"1900 BLK JUNIPERO AVE, SIGNAL HILL, CA 90755",SIGNAL HILL,ADOPTION,WEB,Alive on Intake,FALSE,1
A611713,,CAT,CREAM,,Male,2018-03-27,5.0,2018-07-27,NORMAL,STRAY,OTC,,2018-08-08,"MAINE AVE / W 4TH ST, LONG BEACH, CA 90802",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A611787,SKY,CAT,WHITE,GRAY,Neutered,2009-07-28,14.0,2018-07-28,NORMAL,OWNER SURRENDER,OTC,OWNER DIED,2018-08-15,"16628 LONGWORTH AVE, CERRITOS, CA 90703",CERRITOS,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A611989,*REGGIE,CAT,ORG TABBY,,Neutered,2018-04-01,5.0,2018-08-01,NORMAL,STRAY,OTC,,2018-09-02,"3000 BLK SNOWDEN AVE, LONG BEACH, CA 90808",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A612108,*PURRKINS,CAT,BRN TABBY,WHITE,Neutered,2018-04-01,5.0,2018-08-01,NORMAL,STRAY,OTC,,2018-09-26,"6400 BLK CERRITOS AVE, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A612364,MIM,CAT,WHITE,,Spayed,2018-07-29,5.0,2018-08-04,UNDER AGE/WEIGHT,STRAY,FIELD,,2018-12-15,"1900 BLK W CAMERON ST, LONG BEACH, CA 90810",LONG BEACH,ADOPTION,REMOTE EVT,Alive on Intake,FALSE,1
A612365,*TABBY-SAN,CAT,BRN TABBY,,Spayed,2018-07-29,5.0,2018-08-04,UNDER AGE/WEIGHT,STRAY,FIELD,,2019-01-05,"1900 BLK W CAMERON ST, LONG BEACH, CA 90810",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A612660,SASHA,CAT,GRAY,,Spayed,2006-08-10,17.0,2018-08-10,NORMAL,OWNER SURRENDER,OTC,NO TIME,2018-12-13,"300 BLK ELM AVE, LONG BEACH, CA 90802",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A613123,*LIGHTNING,CAT,BRN TABBY,WHITE,Female,2017-08-18,6.0,2018-08-18,NORMAL,STRAY,FIELD,,2019-03-16,"3200 BLK GALE AVE, LONG BEACH, CA 90810",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A613422,BABE,CAT,ORG TABBY,,Spayed,2008-08-22,15.0,2018-08-22,NORMAL,OWNER SURRENDER,OTC,OWNER PROB,2018-08-26,"300 BLK SEVILLE WAY, LONG BEACH, CA 90814",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A613423,NIKKI,CAT,BLACK,WHITE,Spayed,2018-06-25,5.0,2018-08-22,NORMAL,STRAY,OTC,,2018-09-13,"E SPRING ST / N STUDEBAKER RD, LONG BEACH, CA 90815",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A613668,*ELFO,CAT,BLACK,WHITE,Male,2018-05-26,5.0,2018-08-26,NORMAL,STRAY,OTC,,2018-09-07,"1900 OLIVE AVE, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A614036,*CUDDLES,CAT,GRAY,,Neutered,2017-09-02,6.0,2018-09-02,NORMAL,OWNER SURRENDER,OTC,OWNER PROB,2018-12-05,"5000 BLK GARY AVE, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,PROMOTION,Alive on Intake,FALSE,1
A614099,LUNA,CAT,GRAY TABBY,,Spayed,2018-07-04,5.0,2018-09-04,INJURED  MILD,STRAY,FIELD,,2018-09-26,"19600 BLK FRANK AVE, CERRITOS, CA 90703",CERRITOS,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A614142,*LINUS,CAT,LYNX PT,,Male,2018-07-30,5.0,2018-09-05,NORMAL,STRAY,OTC,,2018-09-29,"3500 SANTA FE AVE, LONG BEACH, CA 90810",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A614476,*FAWN,CAT,CALICO,,Female,2018-08-20,5.0,2018-09-12,NORMAL,STRAY,OTC,,2018-11-18,"CASPIAN AVE / W 31ST ST, LONG BEACH, CA 90810",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A614478,*CALI,CAT,GRAY TABBY,WHITE,Spayed,2018-08-20,5.0,2018-09-12,NORMAL,STRAY,OTC,,2018-11-01,"CASPIAN AVE / W 31ST ST, LONG BEACH, CA 90810",LONG BEACH,ADOPTION,SOCIAL MED,Alive on Intake,FALSE,1
A614479,*CORNFLAKE,CAT,ORG TABBY,WHITE,Spayed,2018-07-28,5.0,2018-09-12,NORMAL,STRAY,OTC,,2018-12-16,"7800 BLK E RING ST, LONG BEACH, CA 90808",LONG BEACH,ADOPTION,,Alive on Intake,FALSE,1
A614731,KELLY GIRL,CAT,BLACK,WHITE,Spayed,2017-03-02,6.0,2018-09-15,NORMAL,STRAY,OTC,,2019-02-26,"300 BLK E RHEA ST, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A614798,*BECKY,CAT,GRAY,WHITE,Spayed,2008-09-23,15.0,2018-09-16,NORMAL,STRAY,OTC,,2018-12-19,"7700 BLK E SPRING ST, LONG BEACH, CA 90815",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A615209,*CAN CAN,CAT,BLACK,,Neutered,2018-06-11,5.0,2018-09-26,NORMAL,STRAY,OTC,,2018-12-13,"200 BLK BONITO AVE, LONG BEACH, CA 90802",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A616044,JOHN HENRY,CAT,BLACK,,Neutered,2015-10-10,8.0,2018-10-10,NORMAL,STRAY,OTC,,2018-10-17,"900 BLK LINDEN AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A616213,PEPPER,CAT,BLACK,,Spayed,2018-08-13,5.0,2018-10-13,UNDER AGE/WEIGHT,STRAY,FIELD,,2019-03-14,"700 BLK W ANAHEIM ST, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A616422,*FLASH,CAT,ORG TABBY,,Male,2017-10-18,6.0,2018-10-18,NORMAL,STRAY,OTC,,2018-11-09,"2000 DAISY AVE, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A616469,,CAT,BRN TABBY,,Female,2018-09-19,5.0,2018-10-19,NORMAL,STRAY,OTC,,2019-01-23,"2420 E 28TH ST, SIGNAL HILL, CA 90755",SIGNAL HILL,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A616471,,CAT,BLACK,,Female,2018-09-19,5.0,2018-10-19,NORMAL,STRAY,OTC,,2019-01-23,"2420 E 28TH ST, SIGNAL HILL, CA 90755",SIGNAL HILL,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A616507,MOGLEY,CAT,GRAY,,Spayed,2013-10-20,10.0,2018-10-20,FRACTIOUS,OWNER SURRENDER,OTC,OWNER PROB,2018-12-13,"3000 LADOGA AVE, LONG BEACH, CA 90808",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A616629,*CASEY,CAT,SEAL PT,,Neutered,2018-04-24,5.0,2018-10-24,ILL MODERATETE,STRAY,FIELD,,2018-11-29,"19300 WIERSMA AVE, CERRITOS, CA 90703",CERRITOS,ADOPTION,WALKIN,Alive on Intake,FALSE,1
